No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2451,IRM,Iron Mountain Incorporated,Technology,Business Software & Services,USA,9.85B,36.66,34.06,2.78%,"4,187,209"
2450,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA,14.49B,36.61,134.84,-0.76%,"1,059,372"
2449,NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,USA,9.78B,36.6,57.25,0.37%,"726,427"
2448,IPAR,"Inter Parfums, Inc.",Consumer Goods,Personal Products,USA,2.15B,36.59,69.45,-0.77%,"58,335"
2447,SIRI,Sirius XM Holdings Inc.,Services,Broadcasting - Radio,USA,32.05B,36.57,7.24,0.42%,"13,622,097"
2446,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,USA,14.11B,36.56,167.93,-0.34%,"563,608"
2444,CVGW,"Calavo Growers, Inc.",Consumer Goods,Farm Products,USA,1.32B,36.52,76.03,0.29%,"216,202"
2445,MAR,"Marriott International, Inc.",Services,Lodging,USA,47.98B,36.52,144.94,0.03%,"2,341,501"
2443,TNC,Tennant Company,Industrial Goods,Diversified Machinery,USA,1.54B,36.51,84.34,2.78%,"40,036"
2442,EZPW,"EZCORP, Inc.",Financial,Credit Services,USA,269.78M,36.49,4.89,-0.41%,"472,572"
2441,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductor- Memory Chips,USA,759.84M,36.47,31.98,-3.44%,"223,360"
2440,NATI,National Instruments Corporation,Technology,Technical & System Software,USA,5.91B,36.44,44.71,-0.38%,"471,021"
2439,SCKT,"Socket Mobile, Inc.",Technology,Computer Peripherals,USA,10.05M,36.3,1.67,0.60%,"35,664"
2438,EXPE,"Expedia Group, Inc.",Services,Lodging,USA,17.51B,36.28,121.1,-1.38%,"3,210,512"
2436,XPEL,"XPEL, Inc.",Consumer Goods,Auto Parts,USA,423.05M,36.25,14.97,-4.41%,"292,077"
2437,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,14.27B,36.25,388.6,-0.23%,"108,201"
2435,NEN,New England Realty Associates Limited Partnership,Financial,Real Estate Development,USA,182.79M,36.24,61.13,-0.10%,"2,701"
2434,SAIC,Science Applications International Corporation,Technology,Information Technology Services,USA,5.49B,36.17,95.09,0.83%,"459,597"
2433,TR,"Tootsie Roll Industries, Inc.",Consumer Goods,Confectioners,USA,2.24B,36.14,34.48,1.26%,"112,140"
2432,TLI,Western Asset Corporate Loan Fund Inc.,Financial,Closed-End Fund - Debt,USA,100.18M,36.13,10.08,0.25%,"76,165"
2431,CME,CME Group Inc.,Financial,Investment Brokerage - National,USA,76.22B,36.12,213.37,0.11%,"1,215,481"
2430,WH,"Wyndham Hotels & Resorts, Inc.",Services,Lodging,China,5.58B,36.06,58.49,-0.75%,"759,535"
2429,INS,Intelligent Systems Corporation,Industrial Goods,Diversified Machinery,USA,377.20M,36.01,43.86,1.79%,"64,726"
2428,TRMD,TORM plc,Services,Shipping,Denmark,609.73M,35.92,8.19,2.90%,7
2427,QRVO,"Qorvo, Inc.",Technology,Semiconductor - Broad Line,USA,12.30B,35.79,103.23,-2.63%,"2,062,248"
2426,FB,"Facebook, Inc.",Technology,Internet Information Providers,USA,617.81B,35.78,217.8,1.69%,"15,470,748"
2425,AVT,"Avnet, Inc.",Services,Electronics Wholesale,USA,3.57B,35.77,35.44,-2.54%,"922,602"
2424,NKE,"NIKE, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,158.59B,35.74,102,-1.49%,"4,856,830"
2423,ROLL,RBC Bearings Incorporated,Industrial Goods,Machine Tools & Accessories,USA,4.49B,35.72,177.72,-0.60%,"56,326"
2422,SPGI,S&P Global Inc.,Services,Business Services,USA,74.81B,35.66,306.74,-0.30%,"1,044,738"
2421,CTAS,Cintas Corporation,Services,Business Services,USA,31.10B,35.6,302.51,0.54%,"308,713"
2420,AVB,"AvalonBay Communities, Inc.",Financial,REIT - Residential,USA,31.58B,35.53,228.07,0.24%,"417,289"
2419,NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,USA,136.34B,35.44,282.04,1.26%,"2,363,120"
2417,AZPN,"Aspen Technology, Inc.",Technology,Business Software & Services,USA,8.60B,35.43,127.23,-0.07%,"426,847"
2418,SONG,Akazoo S.A.,Conglomerates,Conglomerates,Luxembourg,214.65M,35.43,4.5,-4.05%,"16,790"
2416,RBA,Ritchie Bros. Auctioneers Incorporated,Services,Business Services,Canada,4.63B,35.4,42.83,-0.56%,"140,424"
2415,MSEX,Middlesex Water Company,Utilities,Water Utilities,USA,1.21B,35.33,69.45,0.27%,"33,187"
2414,GRIF,"Griffin Industrial Realty, Inc.",Financial,Property Management,USA,212.27M,35.31,42.2,0.72%,"2,239"
2413,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,47.03B,35.29,92.22,-0.99%,"1,684,154"
2412,CIGI,Colliers International Group Inc.,Financial,Property Management,Canada,3.38B,35.27,90.76,0.78%,"69,674"
2410,CPRT,"Copart, Inc.",Services,Auto Dealerships,USA,23.83B,35.09,102.42,-0.80%,"1,996,872"
2411,CUBE,CubeSmart,Financial,REIT - Industrial,USA,6.25B,35.09,32.39,-1.85%,"2,792,546"
2409,ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments,USA,2.66B,35.07,100.08,-1.79%,"106,005"
2407,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,60.58B,35.04,119.45,0.56%,"1,351,485"
2408,MANT,ManTech International Corporation,Technology,Security Software & Services,USA,3.32B,35.04,81.61,0.64%,"241,090"
2406,IAA,"IAA, Inc.",Services,Auto Dealerships,USA,6.79B,35.03,50.83,0.97%,"967,857"
2405,MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,USA,37.83B,35.01,69.6,-0.37%,"2,370,336"
2404,IBP,"Installed Building Products, Inc.",Industrial Goods,General Building Materials,USA,2.24B,34.91,75.27,-0.16%,"197,310"
2403,CELH,"Celsius Holdings, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,415.15M,34.83,6.2,1.97%,"307,519"
2402,ESBA,"Empire State Realty OP, L.P.",Financial,REIT - Office,USA,381.90M,34.81,13.68,0.44%,"25,472"
2401,BWXT,"BWX Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,6.60B,34.8,69.35,1.05%,"261,850"
2399,KEX,Kirby Corporation,Services,Shipping,USA,4.52B,34.75,73.94,-0.38%,"366,940"
2400,AKAM,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,16.30B,34.75,100.96,1.29%,"1,503,026"
2398,CRL,"Charles River Laboratories International, Inc.",Healthcare,Medical Laboratories & Research,USA,8.60B,34.7,175.92,-0.32%,"314,959"
2396,JJSF,J & J Snack Foods Corp.,Consumer Goods,Processed & Packaged Goods,USA,3.25B,34.68,172.11,-0.85%,"69,864"
2397,LAWS,"Lawson Products, Inc.",Services,Industrial Equipment Wholesale,USA,434.61M,34.68,47.55,0.11%,"16,901"
2395,MSFT,Microsoft Corporation,Technology,Business Software & Services,USA,1411.48B,34.63,187.23,1.01%,"27,157,849"
2394,IMAX,IMAX Corporation,Services,Entertainment - Diversified,Canada,1.04B,34.62,17.1,-4.04%,"854,499"
2392,FISK,"Empire State Realty OP, L.P.",Financial,REIT - Diversified,USA,51.22M,34.61,13.6,0.00%,0
2393,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,13.45B,34.61,48.11,0.54%,"960,584"
2390,GNW,"Genworth Financial, Inc.",Financial,Life Insurance,USA,2.18B,34.6,4.36,1.40%,"2,240,146"
2391,GSBD,"Goldman Sachs BDC, Inc.",Financial,Investment Brokerage - National,USA,900.23M,34.6,22.32,-0.36%,"163,494"
2389,EQR,Equity Residential,Financial,REIT - Residential,USA,31.60B,34.48,86.27,-0.22%,"879,838"
2387,NWN,Northwest Natural Holding Company,Utilities,Gas Utilities,USA,2.34B,34.47,76.9,0.77%,"159,251"
2388,SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,USA,2.98B,34.47,32.3,-0.28%,"702,996"
2386,EGF,"BlackRock Enhanced Government Fund, Inc.",Financial,Closed-End Fund - Debt,USA,62.31M,34.45,13.16,0.69%,"16,242"
2385,PHG,Koninklijke Philips N.V.,Consumer Goods,Electronic Equipment,Netherlands,43.64B,34.37,48.49,0.14%,"376,708"
2384,WSR,Whitestone REIT,Financial,REIT - Retail,USA,552.30M,34.35,13.57,0.44%,"152,592"
2383,LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,USA,599.85M,34.33,30.28,0.56%,"91,230"
2382,PNRG,PrimeEnergy Resources Corporation,Basic Materials,Independent Oil & Gas,USA,286.15M,34.27,141.66,1.19%,31
2381,THR,"Thermon Group Holdings, Inc.",Industrial Goods,Diversified Machinery,USA,704.05M,34.25,21.2,-0.98%,"66,010"
2380,PVG,Pretium Resources Inc.,Basic Materials,Gold,Canada,1.40B,34.23,7.53,1.62%,"3,718,330"
2378,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,USA,14.08B,34.21,122.51,0.19%,"637,701"
2379,HCSG,"Healthcare Services Group, Inc.",Services,Business Services,USA,2.20B,34.21,29.63,1.06%,"614,661"
2377,WPC,W. P. Carey Inc.,Financial,REIT - Diversified,USA,14.72B,34.18,85.9,0.08%,"427,490"
2376,OGCP,"Empire State Realty OP, L.P.",Financial,REIT - Diversified,USA,100.80M,34.17,13.43,-1.32%,185
2375,BLFS,"BioLife Solutions, Inc.",Healthcare,Medical Instruments & Supplies,USA,310.64M,34.15,15.54,1.64%,"89,842"
2374,MTN,"Vail Resorts, Inc.",Services,Resorts & Casinos,USA,9.94B,34.1,248.2,-0.49%,"299,882"
2372,SENEB,Seneca Foods Corporation,Consumer Goods,Processed & Packaged Goods,USA,68.68M,34.08,39.57,-2.30%,325
2373,ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA,1.19B,34.08,667,-2.45%,"10,110"
2371,CKH,Seacor Holdings Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,842.92M,34.01,41.36,1.57%,"68,633"
2369,CWCO,Consolidated Water Co. Ltd.,Utilities,Water Utilities,Cayman Islands,281.13M,33.99,18.22,0.39%,"42,631"
2370,ES,Eversource Energy,Utilities,Diversified Utilities,USA,30.89B,33.99,94.81,1.23%,"1,625,208"
2368,KN,Knowles Corporation,Technology,Communication Equipment,USA,1.62B,33.92,17.81,0.39%,"1,135,744"
2367,MOHO,ECMOHO Limited,Services,"Specialty Retail, Other",China,229.09M,33.88,6.81,-2.85%,"1,730"
2366,BXMX,Nuveen S&P 500 Buy-Write Income Fund,Financial,Closed-End Fund - Equity,USA,1.42B,33.81,13.66,-0.36%,"147,875"
2365,MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductor - Broad Line,Israel,6.77B,33.78,122.41,1.02%,"922,218"
2364,DNI,Dividend and Income Fund,Financial,Closed-End Fund - Equity,USA,165.74M,33.77,13.34,0.08%,"88,473"
2361,GHL,"Greenhill & Co., Inc.",Financial,Investment Brokerage - Regional,USA,332.19M,33.72,17.23,-4.33%,"213,295"
2362,HONE,"HarborOne Bancorp, Inc.",Financial,Savings & Loans,USA,646.68M,33.72,11.06,-0.27%,"147,793"
2363,ETR,Entergy Corporation,Utilities,Electric Utilities,USA,26.81B,33.72,134.78,0.48%,"1,272,050"
2360,BGT,BlackRock Floating Rate Income Trust,Financial,Closed-End Fund - Debt,USA,301.30M,33.65,13.09,0.46%,"74,371"
2358,BGCP,"BGC Partners, Inc.",Financial,Investment Brokerage - National,USA,2.79B,33.63,5.38,0.00%,"943,349"
2359,FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA,491.12M,33.63,13.52,-0.37%,"142,374"
2357,OFS,OFS Capital Corporation,Financial,Asset Management,USA,160.06M,33.62,11.97,2.05%,"21,791"
2356,TTEK,"Tetra Tech, Inc.",Services,Technical Services,USA,5.33B,33.6,97.4,-0.61%,"191,868"
2355,RDNT,"RadNet, Inc.",Healthcare,Medical Laboratories & Research,USA,1.13B,33.5,22.68,-0.83%,"185,915"
2354,ALSK,"Alaska Communications Systems Group, Inc.",Technology,Telecom Services - Domestic,USA,112.12M,33.44,2.04,0.74%,"103,230"
2353,GOGL,Golden Ocean Group Limited,Services,Shipping,Bermuda,642.18M,33.41,4.51,-1.96%,"409,215"
2352,MTD,Mettler-Toledo International Inc.,Healthcare,Medical Instruments & Supplies,USA,18.24B,33.4,752.24,-1.44%,"146,044"
2351,TLF,"Tandy Leather Factory, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,51.06M,33.39,5.74,10.78%,"3,985"
2350,INMD,InMode Ltd.,Healthcare,Medical Appliances & Equipment,USA,1.31B,33.35,40.69,-7.44%,"7,524,047"
2349,WNS,WNS (Holdings) Limited,Services,Business Services,India,3.62B,33.24,75,-0.21%,"216,381"
2348,NLOK,NortonLifeLock Inc.,Technology,Security Software & Services,USA,12.39B,33.22,20.53,-0.63%,"7,955,915"
2346,ARMK,Aramark,Services,Specialty Eateries,USA,10.58B,33.19,42.75,0.64%,"2,231,277"
2347,GRA,W. R. Grace & Co.,Basic Materials,Specialty Chemicals,USA,4.19B,33.19,62.6,-0.60%,"288,928"
2345,ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.08B,33.18,53.66,3.41%,"150,125"
2344,LFUS,"Littelfuse, Inc.",Services,Electronics Wholesale,USA,4.55B,33.17,185.65,0.50%,"92,077"
2341,RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Other,India,7.70B,33.11,45.26,-0.42%,"129,271"
2342,IRMD,IRadimed Corporation,Healthcare,Medical Appliances & Equipment,USA,290.75M,33.11,25.96,-2.55%,"53,486"
2343,GLPI,"Gaming and Leisure Properties, Inc.",Financial,REIT - Diversified,USA,10.50B,33.11,49.54,-0.04%,"814,305"
2340,PLAB,"Photronics, Inc.",Technology,Semiconductor Equipment & Materials,USA,981.24M,32.96,14.8,-0.13%,"563,883"
2339,MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,151.05B,32.95,112.66,-3.98%,"12,041,636"
2338,MGEE,"MGE Energy, Inc.",Utilities,Diversified Utilities,USA,2.85B,32.93,82.22,0.11%,"39,990"
2337,CMP,"Compass Minerals International, Inc.",Basic Materials,Industrial Metals & Minerals,USA,2.16B,32.86,63.69,0.78%,"312,883"
2336,CDK,"CDK Global, Inc.",Technology,Application Software,USA,6.40B,32.83,52.37,0.52%,"532,943"
2335,SSL,Sasol Limited,Basic Materials,Major Integrated Oil & Gas,South Africa,9.65B,32.82,15,-4.64%,"168,499"
2334,TTC,The Toro Company,Industrial Goods,Small Tools & Accessories,USA,8.88B,32.81,82.87,-0.23%,"243,637"
2333,KSU,Kansas City Southern,Services,Railroads,USA,17.02B,32.79,177.2,2.05%,"1,083,078"
2332,DRE,Duke Realty Corporation,Financial,REIT - Industrial,USA,13.96B,32.78,38.52,0.10%,"2,080,710"
2331,CRVL,CorVel Corporation,Financial,Insurance Brokers,USA,1.48B,32.75,81.95,0.31%,"64,266"
2330,ATVI,"Activision Blizzard, Inc.",Technology,Multimedia & Graphics Software,USA,48.89B,32.69,63.74,0.35%,"5,299,142"
2329,KW,"Kennedy-Wilson Holdings, Inc.",Financial,Property Management,USA,3.17B,32.67,22.25,-0.54%,"271,296"
2328,SUN,Sunoco LP,Basic Materials,Oil & Gas Refining & Marketing,USA,2.53B,32.64,30.62,-1.03%,"285,181"
2325,AMCR,Amcor plc,Consumer Goods,Packaging & Containers,Switzerland,16.30B,32.62,10.21,0.00%,"4,424,330"
2326,LSXMK,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,10.07B,32.62,49.52,-0.40%,"837,012"
2327,PRGO,Perrigo Company plc,Healthcare,Drug Related Products,Ireland,8.06B,32.62,58.95,2.15%,"937,537"
2323,DPZ,"Domino's Pizza, Inc.",Services,Restaurants,USA,11.87B,32.59,295.78,1.43%,"870,222"
2324,GFY,Western Asset Variable Rate Strategic Fund Inc.,Financial,Closed-End Fund - Debt,USA,78.06M,32.59,16.72,0.29%,"1,321"
2321,LOW,"Lowe's Companies, Inc.",Services,Home Improvement Stores,USA,94.76B,32.57,123.23,-1.75%,"3,001,214"
2322,GCP,GCP Applied Technologies Inc.,Basic Materials,Specialty Chemicals,USA,1.69B,32.57,23.29,-1.10%,"212,048"
2320,FDS,FactSet Research Systems Inc.,Technology,Information & Delivery Services,USA,11.38B,32.54,302.93,1.13%,"196,250"
2319,ADI,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,44.20B,32.52,118.57,0.78%,"3,052,910"
2318,PFGC,Performance Food Group Company,Services,Restaurants,USA,6.22B,32.5,53.13,-0.56%,"571,205"
2314,TRIP,"TripAdvisor, Inc.",Technology,Internet Information Providers,USA,3.97B,32.44,28.87,-2.63%,"2,518,403"
2315,IRWD,"Ironwood Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,2.06B,32.44,12.1,0.33%,"2,165,662"
2316,ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers,USA,7.34B,32.44,115.26,-1.21%,"271,337"
2317,UBP,Urstadt Biddle Properties Inc.,Financial,REIT - Retail,USA,183.25M,32.44,18.39,-0.41%,321
2313,PCYO,Pure Cycle Corporation,Utilities,Water Utilities,USA,322.48M,32.42,13.42,0.15%,"66,940"
2312,LSXMB,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,481.91M,32.36,49.12,0.00%,0
2311,CECE,CECO Environmental Corp.,Industrial Goods,Pollution & Treatment Controls,USA,272.48M,32.34,7.73,0.13%,"34,444"
2310,JCOM,"j2 Global, Inc.",Technology,Internet Software & Services,USA,4.72B,32.3,96.81,-0.77%,"163,097"
2309,ARNC,Arconic Inc.,Basic Materials,Aluminum,USA,14.47B,32.28,33.18,-0.54%,"2,230,160"
2308,WM,"Waste Management, Inc.",Industrial Goods,Waste Management,USA,53.59B,32.27,126.22,0.37%,"2,089,889"
2307,STOR,STORE Capital Corporation,Financial,REIT - Diversified,USA,9.00B,32.26,37.84,-2.47%,"3,796,512"
2306,FLT,"FleetCor Technologies, Inc.",Services,Business Services,USA,27.28B,32.25,320.57,0.67%,"721,314"
2305,PMD,Psychemedics Corporation,Healthcare,Medical Laboratories & Research,USA,50.34M,32.18,9.17,-0.86%,"21,710"
2304,CSTE,Caesarstone Ltd.,Industrial Goods,General Building Materials,Israel,411.36M,32.17,12,3.00%,"100,782"
2302,MCRI,"Monarch Casino & Resort, Inc.",Services,Resorts & Casinos,USA,1.03B,32.09,56.6,-0.18%,"234,747"
2303,STKS,"The ONE Group Hospitality, Inc.",Services,Restaurants,USA,129.61M,32.09,4.46,-0.22%,"32,780"
2301,RAVN,"Raven Industries, Inc.",Industrial Goods,Diversified Machinery,USA,1.11B,32.06,30.84,0.62%,"95,631"
2300,RH,RH,Services,Home Furnishing Stores,USA,4.80B,32.05,252.1,5.84%,"1,187,003"
2299,FLOW,"SPX FLOW, Inc.",Industrial Goods,Diversified Machinery,USA,1.84B,31.99,41.65,1.14%,"135,035"
2298,ENSG,"The Ensign Group, Inc.",Healthcare,Long-Term Care Facilities,USA,2.85B,31.97,52.33,0.44%,"237,720"
2297,LSXMA,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,27.95B,31.95,49.3,-0.10%,"456,328"
2296,BRFS,BRF S.A.,Consumer Goods,Meat Products,Brazil,5.73B,31.91,7.02,-2.09%,"2,682,641"
2295,FOXF,Fox Factory Holding Corp.,Consumer Goods,Recreational Vehicles,USA,2.88B,31.9,73.88,-1.86%,"112,240"
2294,POL,PolyOne Corporation,Basic Materials,Specialty Chemicals,USA,2.83B,31.86,31.03,-1.46%,"609,994"
2293,ADP,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,77.64B,31.8,179.93,-0.73%,"1,467,243"
2292,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,4.18B,31.79,53.6,-4.22%,"682,665"
2291,CNNE,"Cannae Holdings, Inc.",Financial,Asset Management,USA,3.26B,31.75,42.39,0.33%,"449,243"
2289,ABMD,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.51B,31.7,169,1.06%,"625,783"
2290,ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,Financial,Closed-End Fund - Equity,USA,1.28B,31.7,15.25,0.00%,"384,099"
2288,STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,USA,35.09M,31.67,1.14,-0.87%,"5,867"
2286,STAY,"Extended Stay America, Inc.",Services,Lodging,USA,2.37B,31.6,13.05,-0.15%,"1,436,125"
2287,CTAC,ChaSerg Technology Acquisition Corp.,Conglomerates,Conglomerates,USA,286.17M,31.6,12.64,0.80%,"393,625"
2285,NVS,Novartis AG,Healthcare,Drug Manufacturers - Major,Switzerland,246.51B,31.58,97.2,-0.44%,"1,130,747"
2284,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA,18.73B,31.57,97.6,-0.57%,"1,555,829"
2283,MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,21.94B,31.54,164.91,-1.16%,"640,581"
2282,HIIQ,"Health Insurance Innovations, Inc.",Healthcare,Health Care Plans,USA,405.92M,31.5,29.14,0.34%,"814,252"
2281,MKC-V,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,1.54B,31.49,165,-1.20%,751
2280,PXD,Pioneer Natural Resources Company,Basic Materials,Independent Oil & Gas,USA,22.59B,31.47,135.56,-2.64%,"1,708,985"
2279,IEX,IDEX Corporation,Industrial Goods,Diversified Machinery,USA,13.30B,31.43,174.95,0.09%,"297,504"
2278,FMX,"Fomento Economico Mexicano, S.A.B. de C.V.",Consumer Goods,Beverages - Brewers,Mexico,32.38B,31.4,95.03,-0.24%,"322,217"
2277,JOBS,"51job, Inc.",Services,Staffing & Outsourcing Services,China,5.19B,31.37,78.48,-1.90%,"93,188"
2276,CPB,Campbell Soup Company,Consumer Goods,Processed & Packaged Goods,USA,14.46B,31.36,48.2,-0.90%,"2,598,295"
2275,APEI,"American Public Education, Inc.",Services,Education & Training Services,USA,382.00M,31.25,25,-0.75%,"40,799"
2274,CHD,"Church & Dwight Co., Inc.",Consumer Goods,Cleaning Products,USA,18.79B,31.17,76.15,-0.37%,"1,419,516"
2273,INGN,"Inogen, Inc.",Healthcare,Medical Instruments & Supplies,USA,992.60M,31.16,45.18,-2.25%,"248,321"
2272,FE,FirstEnergy Corp.,Utilities,Electric Utilities,USA,28.28B,31.15,52.27,0.08%,"2,399,828"
2271,AMRC,"Ameresco, Inc.",Services,Technical Services,USA,1.06B,31.14,22.08,2.41%,"143,318"
2269,J,Jacobs Engineering Group Inc.,Services,Technical Services,USA,13.39B,31.06,100.56,-0.10%,"1,013,962"
2270,SLG,SL Green Realty Corp.,Financial,REIT - Retail,USA,7.88B,31.06,95.77,0.77%,"731,791"
2268,BRID,Bridgford Foods Corporation,Consumer Goods,Meat Products,USA,196.34M,30.97,22.11,1.89%,445
2266,MOD,Modine Manufacturing Company,Consumer Goods,Auto Parts,USA,431.78M,30.96,8.42,-2.32%,"387,661"
2267,EQNR,Equinor ASA,Basic Materials,Major Integrated Oil & Gas,Norway,57.35B,30.96,17.12,-1.89%,"2,860,324"
2265,PRAH,"PRA Health Sciences, Inc.",Healthcare,Medical Laboratories & Research,USA,7.20B,30.94,111.17,-0.04%,"710,424"
2264,GOOG,Alphabet Inc.,Technology,Internet Information Providers,USA,1034.77B,30.91,1519.67,-0.07%,"1,092,398"
2263,GOOGL,Alphabet Inc.,Technology,Internet Information Providers,USA,1041.04B,30.89,1519.44,0.05%,"1,144,282"
2262,GILT,Gilat Satellite Networks Ltd.,Technology,Communication Equipment,Israel,545.50M,30.78,9.82,-0.41%,"604,199"
2261,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,20.35B,30.73,108.51,-0.60%,"609,452"
2260,MEOH,Methanex Corporation,Basic Materials,Specialty Chemicals,Canada,2.54B,30.71,33.1,-1.58%,"318,627"
2259,PICO,"PICO Holdings, Inc.",Conglomerates,Conglomerates,USA,206.13M,30.69,10.25,0.59%,"28,654"
2258,CAPL,CrossAmerica Partners LP,Basic Materials,Oil & Gas Refining & Marketing,USA,649.53M,30.66,18.67,-1.63%,"32,223"
2257,CRUS,"Cirrus Logic, Inc.",Technology,Semiconductor - Specialized,USA,4.58B,30.65,78.99,-3.19%,"921,810"
2256,CVTI,"Covenant Transportation Group, Inc.",Services,Trucking,USA,261.61M,30.62,13.93,2.58%,"144,690"
2255,TIF,Tiffany & Co.,Services,Jewelry Stores,USA,16.27B,30.61,134.27,0.00%,"865,739"
2254,ABC,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,19.45B,30.6,94.31,-0.05%,"1,562,744"
2253,EDAP,EDAP TMS S.A.,Healthcare,Medical Appliances & Equipment,France,114.14M,30.54,3.97,5.31%,"86,075"
2252,FCPT,"Four Corners Property Trust, Inc.",Financial,REIT - Hotel/Motel,USA,2.21B,30.45,32.22,0.62%,"425,561"
2251,WIW,Western Asset Inflation-Linked Opportunities & Income Fund,Financial,Closed-End Fund - Debt,USA,725.64M,30.41,11.86,0.68%,"169,653"
2250,MNR,Monmouth Real Estate Investment Corporation,Financial,REIT - Industrial,USA,1.47B,30.4,15.05,0.27%,"312,730"
2249,BP,BP P.L.C.,Basic Materials,Major Integrated Oil & Gas,United Kingdom,121.03B,30.38,36.09,0.25%,"8,275,908"
2247,EFT,Eaton Vance Floating-Rate Income Trust,Financial,Closed-End Fund - Debt,USA,558.89M,30.35,14.02,-0.14%,"84,371"
2248,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,USA,9.63B,30.35,74.3,-1.51%,"243,492"
2246,CAE,CAE Inc.,Industrial Goods,Aerospace/Defense Products & Services,Canada,8.08B,30.34,30.4,-0.46%,"309,282"
2244,DOOO,BRP Inc.,Consumer Goods,Recreational Vehicles,Canada,2.13B,30.27,56.3,-0.37%,"52,078"
2245,PROV,"Provident Financial Holdings, Inc.",Financial,Savings & Loans,USA,166.41M,30.27,22.1,-0.09%,"3,885"
2243,VMC,Vulcan Materials Company,Industrial Goods,General Building Materials,USA,18.16B,30.25,137.17,-6.67%,"2,302,174"
2242,ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,USA,7.62B,30.23,56.4,-3.03%,"853,822"
2241,COWN,Cowen Inc.,Financial,Investment Brokerage - National,USA,611.10M,30.21,17.19,0.41%,"216,214"
2240,CMS,CMS Energy Corporation,Utilities,Electric Utilities,USA,19.51B,30.15,68.86,0.51%,"1,188,158"
2239,SNN,Smith & Nephew plc,Healthcare,Medical Appliances & Equipment,United Kingdom,21.00B,30.09,47.97,0.19%,"460,115"
2238,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,154.18B,30.07,66.07,-0.47%,"13,330,262"
2237,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Major Diversified,USA,56.49B,30.01,255.74,-0.11%,"844,319"
2236,PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services,USA,31.81B,29.97,89.36,0.17%,"1,116,676"
2235,HY,"Hyster-Yale Materials Handling, Inc.",Consumer Goods,Trucks & Other Vehicles,USA,941.29M,29.92,55.83,0.56%,"18,396"
2234,NVMI,Nova Measuring Instruments Ltd.,Technology,Semiconductor Equipment & Materials,Israel,1.09B,29.9,38.03,-4.83%,"132,869"
