No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3098,CWST,"Casella Waste Systems, Inc.",Industrial Goods,Waste Management,USA,2.54B,368.1,54.11,-1.06%,"173,610"
3097,EPAY,"Bottomline Technologies (de), Inc.",Technology,Business Software & Services,USA,2.14B,367.76,49.28,0.59%,"247,834"
3096,TRC,Tejon Ranch Co.,Financial,Property Management,USA,423.12M,361.78,16.28,-0.85%,"33,518"
3095,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,159.14M,357.22,6.43,-0.92%,"9,993"
3094,AYX,"Alteryx, Inc.",Technology,Application Software,USA,9.31B,355.19,156.64,-0.86%,"1,663,266"
3093,ADSK,"Autodesk, Inc.",Technology,Technical & System Software,USA,45.25B,349.17,207.06,-0.90%,"1,331,394"
3092,KRUS,"Kura Sushi USA, Inc.",Services,Restaurants,USA,193.14M,342.27,22.59,2.12%,"60,020"
3091,AAXN,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,5.22B,334.52,87.31,0.23%,"446,777"
3090,BANC,"Banc of California, Inc.",Financial,Regional - Pacific Banks,USA,863.60M,333.53,17.01,0.29%,"207,995"
3089,TAL,TAL Education Group,Services,Education & Training Services,USA,34.10B,329.32,57.96,-1.96%,"2,626,627"
3088,BLKB,"Blackbaud, Inc.",Technology,Business Software & Services,USA,3.93B,322.03,79.22,-2.61%,"378,166"
3087,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,9.87B,317.42,104.75,0.43%,"390,710"
3086,DSX,Diana Shipping Inc.,Services,Shipping,Greece,292.93M,304.44,2.74,-0.36%,"231,769"
3085,BIP,Brookfield Infrastructure Partners L.P.,Utilities,Diversified Utilities,Bermuda,22.47B,303.85,55.3,-0.27%,"231,469"
3084,CDAY,Ceridian HCM Holding Inc.,Technology,Application Software,USA,10.46B,301.3,74.12,0.60%,"1,017,592"
3083,BYFC,Broadway Financial Corporation,Financial,Savings & Loans,USA,28.65M,300,1.5,-3.23%,"20,378"
3082,ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,USA,1.92B,297.69,38.7,-2.35%,"293,032"
3081,DEA,"Easterly Government Properties, Inc.",Financial,REIT - Office,USA,1.86B,290.46,25.27,0.12%,"308,727"
3080,WSG,Wanda Sports Group Company Limited,Services,Entertainment - Diversified,China,616.44M,290,4.35,45.48%,"3,655,397"
3079,MITT,"AG Mortgage Investment Trust, Inc.",Financial,Mortgage Investment,USA,536.27M,288.6,16.45,0.67%,"102,592"
3078,LASR,"nLIGHT, Inc.",Technology,Semiconductor - Broad Line,USA,741.07M,281.06,18.55,-4.82%,"330,659"
3077,MGLN,"Magellan Health, Inc.",Healthcare,Health Care Plans,USA,1.83B,274.6,72.77,-0.03%,"121,477"
3076,CVA,Covanta Holding Corporation,Industrial Goods,Waste Management,USA,2.06B,269.14,15.61,-0.64%,"690,972"
3075,SBAC,SBA Communications Corporation,Technology,Diversified Communication Services,USA,32.98B,260.46,291.72,-0.98%,"581,225"
3074,VIRC,Virco Mfg. Corporation,Consumer Goods,Business Equipment,USA,62.68M,260.02,3.9,0.30%,"20,321"
3073,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,32.75B,260,8.06,-0.49%,"64,827,970"
3072,DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,USA,35.92M,257.54,9.53,-0.33%,203
3071,TACO,"Del Taco Restaurants, Inc.",Services,Restaurants,USA,283.05M,252,7.56,-1.43%,"213,858"
3070,LOGM,"LogMeIn, Inc.",Technology,Application Software,USA,4.15B,247.74,85.47,0.00%,"499,120"
3069,SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,USA,4.49B,244.59,103.46,-0.71%,"359,795"
3068,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,42.15B,243.95,158.57,-0.03%,"1,907,676"
3067,IDT,IDT Corporation,Technology,Diversified Communication Services,USA,214.38M,238.89,8.6,4.50%,"116,709"
3066,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,1.15B,235.17,263.86,0.77%,"30,716"
3065,NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,USA,2.11B,225.47,28.86,-1.74%,"380,615"
3064,CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,8.69B,224.9,23.39,-0.13%,"3,897,627"
3063,HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research,USA,807.28M,221.92,102.97,-0.10%,"84,175"
3062,CHCT,Community Healthcare Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,1.00B,219.52,49.83,-0.50%,"60,195"
3061,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,7.36B,218.8,38.29,0.60%,"2,887,296"
3060,LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,21.08B,215.64,138.01,0.69%,"450,552"
3059,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,5.53B,215.45,106,0.03%,"416,174"
3058,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,25.00B,213.24,136.69,0.73%,"35,541"
3057,IIIN,"Insteel Industries, Inc.",Basic Materials,Steel & Iron,USA,415.57M,210.87,21.93,-1.26%,"38,781"
3056,ZNGA,Zynga Inc.,Technology,Multimedia & Graphics Software,USA,6.70B,208.53,7.09,2.31%,"21,902,016"
3055,MTRN,Materion Corporation,Basic Materials,Industrial Metals & Minerals,USA,1.10B,206.27,51.98,-2.04%,"127,013"
3054,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3.57B,204.12,51.03,-0.85%,"653,307"
3053,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.31B,202.7,32.23,-3.79%,"51,378"
3052,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,10.85B,202.67,21.28,-2.83%,"4,090,197"
3051,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,4.08B,201.62,83.27,0.45%,"498,329"
3050,SSP,The E.W. Scripps Company,Services,Broadcasting - TV,USA,1.08B,201.19,13.48,1.05%,"369,754"
3049,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,700.30M,198.22,23.39,-3.15%,"235,443"
3048,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,65.60B,196.85,56.89,2.86%,"69,895,855"
3047,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,305.36M,196.6,10.42,0.00%,1
3046,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,5.28B,193.76,64.91,-0.03%,"395,144"
3045,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,40.65B,192.77,81.54,-0.51%,"235,141"
3044,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,1.62B,192.46,35.99,-2.49%,"276,931"
3043,CRM,"salesforce.com, inc.",Technology,Application Software,USA,168.33B,190.9,191.09,0.60%,"4,610,639"
3042,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities,USA,6.71B,190.8,33.2,-0.93%,"1,014,403"
3041,JBGS,JBG SMITH Properties,Financial,Property Management,USA,6.26B,188.57,42.24,0.12%,"241,168"
3040,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,578.20M,186.61,10.45,2.35%,"801,353"
3039,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drugs - Generic,Ireland,6.67B,185.89,35.69,-0.67%,"634,104"
3038,GFNCP,General Finance Corporation,Services,Rental & Leasing Services,USA,3.20B,184.02,105.63,-2.91%,504
3037,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,87.70M,182.28,3.83,-0.77%,"3,153"
3036,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3.12B,181.51,19.24,0.21%,"31,498"
3035,IVAC,"Intevac, Inc.",Technology,Diversified Electronics,USA,162.68M,181.08,6.7,2.45%,"72,515"
3034,FTAC,FinTech Acquisition Corp. III,Conglomerates,Conglomerates,USA,363.16M,179.82,10.25,0.00%,"10,574"
3033,KRNT,Kornit Digital Ltd.,Industrial Goods,Diversified Machinery,Israel,1.77B,179.18,43.9,-0.99%,"190,766"
3032,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.17B,177.47,17.57,0.98%,"1,191,444"
3031,KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,2.20B,177.13,20.37,-0.24%,"797,969"
3030,SPHS,"Sophiris Bio, Inc.",Healthcare,Biotechnology,USA,23.70M,175,0.7,0.00%,"91,908"
3029,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,512.21M,174.7,117.75,-0.86%,"3,624"
3028,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,32.38B,173.4,165.42,0.67%,"1,413,829"
3027,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,14.09B,171.93,52.61,-0.77%,"1,462,358"
3026,WMB,"The Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,USA,26.14B,171.92,21.49,-0.23%,"6,594,754"
3025,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,618.03M,168.74,17.38,1.34%,"14,133"
3024,CNTY,"Century Casinos, Inc.",Services,Resorts & Casinos,USA,239.72M,161.84,7.93,-2.22%,"74,129"
3023,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,93.77B,161.8,155.65,-1.14%,"4,500,677"
3022,BBU,Brookfield Business Partners L.P.,Financial,Real Estate Development,Bermuda,3.72B,160.66,45.95,0.55%,"27,857"
3021,RPT,RPT Realty,Financial,REIT - Retail,USA,1.17B,157.85,14.68,-0.14%,"327,027"
3020,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,597.51M,157.29,15.1,-1.37%,"1,851,264"
3019,NXPI,NXP Semiconductors N.V.,Technology,Semiconductor - Broad Line,Netherlands,37.86B,156.76,133.87,-2.34%,"1,907,813"
3018,OSPN,OneSpan Inc.,Technology,Application Software,USA,724.04M,156.15,18.27,0.16%,"99,707"
3017,FOCS,Focus Financial Partners Inc.,Financial,Asset Management,USA,2.09B,155.99,29.95,0.91%,"278,763"
3016,PEN,"Penumbra, Inc.",Healthcare,Medical Instruments & Supplies,USA,6.64B,155.56,191.03,0.31%,"175,628"
3015,WING,Wingstop Inc.,Services,Restaurants,USA,3.00B,151.91,101.63,1.46%,"484,212"
3014,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,13.98B,150.97,308.44,1.03%,"1,159,915"
3013,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,418.92M,150.12,36.78,0.16%,"79,558"
3012,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2.47B,149.84,18.43,-0.22%,"527,183"
3011,NDLS,Noodles & Company,Services,Restaurants,USA,354.01M,149.47,8.52,-2.41%,"474,951"
3010,SY,So-Young International Inc.,Technology,Healthcare Information Services,China,1.33B,149.18,12.68,-5.37%,"410,428"
3009,ATIF,ATIF Holdings Limited,Financial,Asset Management,China,63.96M,147.69,1.92,7.87%,"55,755"
3008,COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA,3.63B,146.31,144.85,-5.83%,"406,991"
3007,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,17.54B,145.58,32.61,0.18%,"3,290,702"
3006,CFFA,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,298.11M,145.49,10.33,0.00%,371
3005,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.73B,144.77,141.01,0.73%,"79,844"
3004,CRSAU,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,514.99M,143.56,10.48,0.00%,0
3003,UFCS,"United Fire Group, Inc.",Financial,Property & Casualty Insurance,USA,1.15B,143.03,44.34,-1.27%,"97,520"
3002,PCTY,Paylocity Holding Corporation,Technology,Application Software,USA,7.84B,142.33,147.45,-0.14%,"298,965"
3001,SEB,Seaboard Corporation,Conglomerates,Conglomerates,USA,4.37B,140.6,3765.01,-0.79%,"1,580"
3000,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.24B,140.35,64.84,1.95%,"118,800"
2999,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,108.98M,140,2.24,0.90%,"61,932"
2998,VVNT,"Vivint Smart Home, Inc.",Services,Security & Protection Services,USA,2.38B,139.08,16.55,1.72%,"77,363"
2997,GLUU,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,1.14B,136.94,7.39,2.42%,"2,994,575"
2996,ATUS,"Altice USA, Inc.",Technology,Telecom Services - Domestic,USA,18.04B,136.53,29.08,1.29%,"5,692,329"
2995,INXN,InterXion Holding N.V.,Technology,Information Technology Services,Netherlands,7.12B,135.72,92.97,0.78%,"1,174,464"
2994,DLR,"Digital Realty Trust, Inc.",Financial,REIT - Office,USA,27.76B,133.2,133.2,1.29%,"3,122,916"
2993,MITK,"Mitek Systems, Inc.",Technology,Application Software,USA,404.05M,133.11,9.85,-0.40%,"205,834"
2992,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5.91B,132.78,38.64,-0.16%,"726,561"
2991,RP,"RealPage, Inc.",Technology,Application Software,USA,5.79B,132.6,61.66,0.51%,"271,637"
2990,FSP,Franklin Street Properties Corp.,Financial,REIT - Office,USA,850.67M,131.67,7.9,-1.25%,"722,799"
2989,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,30.47B,130.29,8.99,-0.99%,"4,842,024"
2988,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,4.95B,130.11,36.95,0.60%,"750,480"
2987,IVR,Invesco Mortgage Capital Inc.,Financial,Mortgage Investment,USA,2.97B,128.79,18.16,0.94%,"1,796,543"
2986,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,53.24M,128.46,1.67,-1.76%,"60,986"
2985,TREE,"LendingTree, Inc.",Financial,Mortgage Investment,USA,4.30B,126.17,331.46,1.33%,"82,592"
2984,GWRS,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,309.03M,125.36,13.79,-1.43%,"29,930"
2983,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1.18B,125.21,109.31,-0.37%,"63,297"
2982,FRG,"Franchise Group, Inc.",Services,Personal Services,Canada,422.45M,124.31,24.49,-1.29%,"31,920"
2981,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,4.26B,124.18,8.32,-0.60%,"1,056,738"
2980,TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,535.03M,123.9,5.08,-3.05%,"138,724"
2979,BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,USA,166.72M,123.76,16.46,-3.35%,"19,578"
2978,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,831.63M,123.11,34.84,-1.80%,"337,786"
2977,XP,XP Inc.,Financial,Asset Management,Brazil,23.17B,120.77,40.94,1.54%,"475,078"
2976,JD,"JD.com, Inc.",Technology,Internet Information Providers,China,62.08B,119.55,42.32,0.83%,"11,029,670"
2975,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,13.57B,119.25,77.63,-0.97%,"1,607,134"
2974,ELAN,Elanco Animal Health Incorporated,Technology,Telecom Services - Foreign,USA,12.17B,118.95,30.45,-1.71%,"5,559,284"
2973,GRSHU,PAE Incorporated,Conglomerates,Conglomerates,USA,600.00M,118.81,12,0.00%,0
2972,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.24B,118.3,59.03,-0.03%,"62,994"
2971,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,479.55M,118.02,76.24,0.51%,"25,002"
2970,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,502.61M,116.58,13.64,0.52%,"62,039"
2969,WYNN,"Wynn Resorts, Limited",Services,Resorts & Casinos,USA,14.49B,116.56,133.46,1.00%,"1,578,156"
2968,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,2.18B,116.53,55.47,-2.05%,"141,242"
2967,ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials,USA,4.95B,116.1,40.17,-2.24%,"6,940,036"
2966,EVI,"EVI Industries, Inc.",Services,Consumer Services,USA,251.50M,114.61,22.12,3.51%,"16,496"
2965,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2.85B,114.19,75.02,2.37%,"1,727,431"
2964,CSTL,"Castle Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,542.72M,114.16,31.85,0.16%,"73,332"
2963,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.06B,114.07,40.38,-2.25%,"178,672"
2962,HDB,HDFC Bank Limited,Financial,Foreign Regional Banks,India,49.09B,113.53,58.75,0.02%,"1,263,471"
2961,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,66.60B,112.99,357.49,0.37%,"1,280,276"
2960,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,563.69M,112.8,2.82,5.62%,"4,147,673"
2959,DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,3.90B,112.65,46.41,-1.19%,"45,602"
2958,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,5.86B,112.52,52.66,-0.38%,"436,200"
2957,NMM,Navios Maritime Partners L.P.,Services,Shipping,Monaco,124.27M,111.98,10.75,-0.83%,"59,478"
2956,CRSA,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,253.25M,111.32,10.13,0.10%,"18,301"
2955,GRSH,PAE Incorporated,Conglomerates,Conglomerates,USA,446.00M,110.4,11.15,0.00%,0
2954,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,753.67M,110.08,14.53,-1.96%,"469,209"
2953,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,268.19M,110,8.91,-0.67%,"137,671"
2952,SFIX,"Stitch Fix, Inc.",Services,"Specialty Retail, Other",USA,2.77B,109.8,27.67,3.91%,"1,869,003"
2951,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.71B,109.66,29.28,-0.81%,"2,393,802"
2950,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,22.06B,109.63,116.97,1.19%,"597,298"
2949,FOSL,"Fossil Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,317.61M,109.2,6.11,-4.45%,"1,783,813"
2948,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,2.95B,109.06,103.93,-0.89%,"148,370"
2947,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,299.61M,108.95,10.9,-0.05%,"17,209"
2946,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,3.82B,108.52,44.82,-1.67%,"311,061"
2945,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,30.23M,108.24,1.84,1.10%,"2,483"
2944,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,789.31M,107.95,4.75,-1.25%,"4,061,388"
2943,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.91B,107.7,21.54,-0.60%,"326,822"
2942,EQIX,"Equinix, Inc. (REIT)",Financial,REIT - Diversified,USA,54.71B,107.26,643.59,-0.78%,"427,914"
2941,HTHT,Huazhu Group Limited,Services,Lodging,China,10.47B,107.25,35.5,-3.82%,"1,859,393"
2940,ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,309.23M,107.14,10.5,-2.96%,"92,674"
2939,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,208.39M,107.01,8.24,-2.25%,"28,849"
2938,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,69.40B,106.89,256,-1.62%,"1,798,386"
2937,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.47B,105.95,168.89,0.54%,"250,040"
2936,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.93M,105.35,10.43,0.29%,"3,300"
2935,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,257.19M,104.44,12.95,3.27%,"19,052"
2934,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,103.79,68.81,-0.01%,"142,687"
2933,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.21B,103.68,40.33,-1.42%,"521,140"
2932,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,473.00M,103.37,10.75,0.00%,196
2931,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,169.09M,103.28,14.15,1.80%,"47,337"
2930,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,17.92B,102.93,318.16,1.19%,"665,445"
2929,PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,4.44B,102.27,36.92,0.14%,"1,706,994"
2928,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,516.50M,102.23,10.53,0.29%,"51,466"
2927,WEX,WEX Inc.,Services,Business Services,USA,9.96B,101.69,229.72,-0.84%,"335,727"
2926,DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa,575.29M,101.03,6.87,7.51%,"446,790"
2925,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,170.61B,100.7,387.78,1.94%,"5,114,728"
2924,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.76B,100.34,128.03,-1.74%,"37,990"
2923,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,444.11M,100.33,23.98,-1.07%,"64,313"
2922,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,174.03M,99.81,10.28,-0.17%,"50,514"
2921,BROG,Brooge Holdings Limited,Conglomerates,Conglomerates,United Arab Emirates,310.40M,98.1,11.87,-2.26%,"32,302"
2920,RPAI,"Retail Properties of America, Inc.",Financial,REIT - Retail,USA,2.69B,96.34,12.62,-0.63%,"2,528,795"
2919,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,16.25B,95.87,32.02,1.59%,"9,119,298"
2918,STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,USA,4.82B,95.31,32.69,-0.61%,"1,127,729"
2917,Y,Alleghany Corporation,Financial,Property & Casualty Insurance,USA,12.00B,94.71,836.09,1.32%,"45,255"
2916,CCOI,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,3.52B,93.92,75.98,-1.05%,"188,276"
