No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3068,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,29.28B,232.58,7.21,-0.28%,"91,942,387"
3067,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities,USA,7.12B,232.38,33.23,-0.12%,"2,581,683"
3066,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,1.12B,228.94,256.87,-1.58%,"26,806"
3065,SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,USA,4.34B,226.36,95.75,0.80%,"412,186"
3064,IDT,IDT Corporation,Technology,Diversified Communication Services,USA,201.67M,224.72,8.09,-0.25%,"93,996"
3063,TACO,"Del Taco Restaurants, Inc.",Services,Restaurants,USA,252.71M,224.33,6.73,-6.14%,"607,752"
3062,CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,8.59B,222.64,23.16,0.11%,"7,094,131"
3061,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,38.12B,222.35,144.53,-0.73%,"2,761,327"
3060,CHCT,Community Healthcare Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,1.00B,221.32,50.24,-0.38%,"108,947"
3059,NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,USA,2.02B,215.16,27.54,-1.38%,"539,029"
3058,HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research,USA,794.53M,214.85,99.69,-0.08%,"64,035"
3057,LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,20.37B,208.38,133.36,0.01%,"482,627"
3056,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,24.32B,205.1,131.47,-0.17%,"110,661"
3055,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,699.94M,203.56,24.02,-0.87%,"312,924"
3054,ZNGA,Zynga Inc.,Technology,Multimedia & Graphics Software,USA,6.55B,202.35,6.88,-1.57%,"16,520,034"
3053,IIIN,"Insteel Industries, Inc.",Basic Materials,Steel & Iron,USA,407.91M,201.35,20.94,-2.38%,"62,125"
3052,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,3.99B,197.77,81.68,-0.79%,"845,907"
3051,PLMR,"Palomar Holdings, Inc.",Financial,Property & Casualty Insurance,USA,1.28B,197.17,53.04,-2.89%,"252,459"
3050,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,304.77M,196.23,10.4,-0.19%,"23,154"
3049,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,147.47M,195.33,20.51,-2.05%,"47,715"
3048,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,4.57B,193.99,85.16,0.24%,"510,554"
3047,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3.25B,187.44,46.86,-4.52%,"980,796"
3046,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,9.98B,186.1,19.54,-1.81%,"5,119,425"
3045,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.17B,185.97,29.57,-0.57%,"93,993"
3044,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,6.65B,184.8,32.34,-2.68%,"1,992,298"
3043,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,562.03M,184.29,10.32,-0.39%,"768,647"
3042,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,39.09B,183.36,77.56,-3.83%,"1,132,343"
3041,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drugs - Generic,Ireland,6.68B,182.97,35.13,3.69%,"3,081,339"
3040,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,88.97M,182.86,3.84,-0.26%,"28,514"
3039,GFNCP,General Finance Corporation,Services,Rental & Leasing Services,USA,3.14B,180.6,103.67,-0.21%,301
3038,SSP,The E.W. Scripps Company,Services,Broadcasting - TV,USA,999.64M,180.15,12.07,0.50%,"285,296"
3037,FTAC,FinTech Acquisition Corp. III,Conglomerates,Conglomerates,USA,362.57M,179.53,10.23,-0.26%,"1,016"
3036,JBGS,JBG SMITH Properties,Financial,Property Management,USA,6.07B,179.51,40.21,0.37%,"911,773"
3035,CRM,"salesforce.com, inc.",Technology,Application Software,USA,161.89B,178.69,178.87,-1.32%,"13,864,087"
3034,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3.00B,175,18.2,0.89%,"46,075"
3033,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,628.43M,174.27,17.95,3.94%,"114,504"
3032,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.08B,170.2,16.85,-0.65%,"1,413,737"
3031,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,4.77B,169.97,58.13,-0.99%,"753,037"
3030,CONE,CyrusOne Inc.,Financial,REIT - Diversified,USA,7.37B,169.08,66.28,-0.09%,"1,108,564"
3029,VVNT,"Vivint Smart Home, Inc.",Services,Security & Protection Services,USA,3.01B,168.66,20.07,2.50%,"142,282"
3028,KRNT,Kornit Digital Ltd.,Industrial Goods,Diversified Machinery,Israel,1.67B,167.71,41.09,0.22%,"167,059"
3027,SPHS,"Sophiris Bio, Inc.",Healthcare,Biotechnology,USA,22.76M,166.98,0.67,-4.60%,"105,436"
3026,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,488.78M,165.95,111.85,-0.32%,"1,225"
3025,IVAC,"Intevac, Inc.",Technology,Diversified Electronics,USA,145.60M,165.14,6.11,1.83%,"92,483"
3024,ALTG,Alta Equipment Group Inc.,Services,Rental & Leasing Services,USA,175.12M,165.09,9.41,0.97%,"198,426"
3023,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,59.71B,164.33,47.49,-0.17%,"85,654,349"
3022,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,12.81B,158.63,48.54,-1.68%,"2,344,084"
3021,CNTY,"Century Casinos, Inc.",Services,Resorts & Casinos,USA,231.96M,158.16,7.75,-1.65%,"120,997"
3020,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,28.93B,156.59,149.39,-0.45%,"1,530,763"
3019,ELAN,Elanco Animal Health Incorporated,Healthcare,Drugs - Generic,USA,11.11B,155.51,28.77,-1.64%,"5,511,759"
3018,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,584.92M,155.31,14.91,-0.13%,"765,397"
3017,DAVA,Endava plc,Technology,Business Software & Services,United Kingdom,2.93B,154.18,53.81,7.47%,"210,203"
3016,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,1.32B,153.74,28.75,-5.52%,"1,298,069"
3015,FOCS,Focus Financial Partners Inc.,Financial,Asset Management,USA,2.03B,151.46,29.08,-3.99%,"235,412"
3014,SY,So-Young International Inc.,Technology,Healthcare Information Services,China,1.31B,149.88,12.59,3.20%,"177,065"
3013,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,89.50B,149.58,143.9,-0.53%,"4,082,951"
3012,BBU,Brookfield Business Partners L.P.,Financial,Real Estate Development,Bermuda,3.42B,147.97,42.32,-1.31%,"28,466"
3011,CFFA,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,303.01M,147.89,10.5,0.96%,1
3010,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,400.20M,143.92,35.26,-0.31%,"43,332"
3009,CRSAU,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,515.76M,143.84,10.5,0.00%,0
3008,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2.36B,143.17,17.61,0.23%,"888,468"
3007,OSPN,OneSpan Inc.,Technology,Application Software,USA,670.18M,141.54,16.56,-1.78%,"267,826"
3006,KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,1.77B,140.78,16.19,7.93%,"2,542,559"
3005,ATIF,ATIF Holdings Limited,Financial,Asset Management,China,68.20M,140.77,1.83,-2.66%,"91,795"
3004,NXPI,NXP Semiconductors N.V.,Technology,Semiconductor - Broad Line,Netherlands,34.50B,139.89,119.47,-1.12%,"4,409,815"
3003,PEN,"Penumbra, Inc.",Healthcare,Medical Instruments & Supplies,USA,5.96B,139.81,171.69,-2.54%,"931,687"
3002,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,104.16M,139.38,2.23,-7.08%,"102,639"
3001,NDLS,Noodles & Company,Services,Restaurants,USA,348.64M,138.95,7.92,-3.53%,"785,179"
3000,INXN,InterXion Holding N.V.,Technology,Information Technology Services,Netherlands,6.90B,133.83,91.14,-2.36%,"2,303,264"
2999,GLUU,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,987.38M,132.78,7.17,-1.92%,"2,844,646"
2998,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,12.43B,130.64,266.9,-2.42%,"1,864,911"
2997,PCTY,Paylocity Holding Corporation,Technology,Application Software,USA,7.58B,130.57,135.27,1.20%,"343,646"
2996,WING,Wingstop Inc.,Services,Restaurants,USA,2.68B,129.91,89.64,-4.90%,"648,730"
2995,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,4.92B,129.44,36.76,0.03%,"1,663,370"
2993,ATUS,"Altice USA, Inc.",Technology,Telecom Services - Domestic,USA,17.17B,128.83,27.44,0.22%,"5,634,324"
2994,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5.51B,128.83,35.17,-1.10%,"1,874,797"
2992,COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA,3.23B,128.18,126.9,-2.57%,"239,566"
2991,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.51B,127.02,123.72,-1.06%,"69,070"
2990,RP,"RealPage, Inc.",Technology,Application Software,USA,5.58B,124.92,58.09,-1.43%,"618,417"
2989,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,52.33M,124.62,1.62,0.00%,"120,446"
2988,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,28.47B,124.56,8.47,1.44%,"18,936,294"
2987,FSP,Franklin Street Properties Corp.,Financial,REIT - Office,USA,793.87M,123.67,7.42,-0.40%,"611,822"
2986,MITK,"Mitek Systems, Inc.",Technology,Application Software,USA,375.17M,123.45,9.14,-0.92%,"501,033"
2985,GWRS,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,288.44M,117.27,12.9,0.70%,"22,962"
2984,EVI,"EVI Industries, Inc.",Services,Consumer Services,USA,270.08M,117.2,22.62,1.43%,"31,283"
2983,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.08B,117.14,54.12,-0.22%,"189,125"
2982,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1.09B,116.32,101.55,-2.70%,"87,292"
2981,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,469.56M,115.74,74.77,-0.13%,"26,948"
2980,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,490.08M,113.68,13.3,0.38%,"93,637"
2979,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.18B,113.63,56.7,-5.85%,"212,567"
2978,JD,"JD.com, Inc.",Technology,Internet Information Providers,China,60.04B,113.41,39.92,2.78%,"15,305,735"
2977,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,3.85B,112.69,7.55,-3.45%,"1,338,770"
2976,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,290.40M,112.34,10.56,-0.85%,"114,495"
2975,CRSA,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,254.25M,111.76,10.17,0.00%,0
2974,TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,495.68M,110.98,4.55,-4.41%,"53,467"
2973,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,22.27B,110.67,118.08,0.14%,"636,114"
2972,TREE,"LendingTree, Inc.",Financial,Mortgage Investment,USA,3.83B,110.29,289.74,-1.07%,"210,138"
2971,FRG,"Franchise Group, Inc.",Services,Personal Services,Canada,394.38M,109.7,21.61,-4.17%,"35,596"
2970,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,16.12B,108.86,29.61,-2.76%,"4,453,631"
2969,XP,XP Inc.,Financial,Asset Management,Brazil,20.29B,108.06,36.2,-3.47%,"2,062,688"
2968,HDB,HDFC Bank Limited,Financial,Foreign Regional Banks,India,46.31B,107.11,55.43,-0.52%,"2,545,490"
2967,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,5.65B,106.84,50,-0.73%,"661,387"
2966,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,64.59B,105.65,334.27,1.38%,"1,588,161"
2965,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.77M,105.25,10.42,-0.12%,"50,606"
2964,EQIX,"Equinix, Inc. (REIT)",Financial,REIT - Diversified,USA,53.54B,104.97,629.84,-0.34%,"414,251"
2963,DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,3.69B,104.78,43.17,0.37%,"191,667"
2962,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,709.80M,104.03,29.44,0.38%,"213,274"
2961,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,473.00M,103.37,10.75,-0.28%,505
2960,HTHT,Huazhu Group Limited,Services,Lodging,China,10.30B,103.23,33.86,2.27%,"1,860,184"
2959,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,2.80B,102.9,98.06,-0.22%,"220,414"
2958,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,66.73B,102.78,246.15,0.29%,"2,053,224"
2957,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,695.66M,102.65,13.55,-0.81%,"518,726"
2956,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.82B,102.1,20.42,-1.02%,"863,342"
2955,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,28.51M,101.94,1.73,-0.97%,"2,209"
2954,ALGR,Allegro Merger Corp.,Conglomerates,Conglomerates,USA,157.20M,101.88,10.29,0.46%,81
2953,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.26B,101.65,27.14,-1.77%,"1,961,620"
2952,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,195.41M,101.43,7.81,-0.64%,"77,485"
2951,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,694.78M,101.14,4.45,-3.05%,"1,868,787"
2950,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,3.61B,100.41,41.47,-3.47%,"484,909"
2949,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,174.71M,100.19,10.32,0.10%,15
2948,PATI,"Patriot Transportation Holding, Inc.",Services,Trucking,USA,42.24M,99.6,12.35,-0.26%,602
2947,BROG,Brooge Holdings Limited,Conglomerates,Conglomerates,United Arab Emirates,326.97M,99.09,11.99,0.25%,"27,103"
2946,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.67B,98.76,34.96,-0.17%,"274,279"
2945,ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,272.69M,98.67,9.67,1.68%,"67,089"
2944,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,169.01B,98.48,379.24,5.32%,"8,877,404"
2943,SFIX,"Stitch Fix, Inc.",Services,"Specialty Retail, Other",USA,2.49B,98.25,24.76,-4.70%,"3,351,480"
2942,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.14B,96.94,37.71,-5.54%,"610,719"
2941,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,498.00M,96.89,9.98,-0.40%,"128,618"
2940,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,239.12M,96.85,12.01,-0.58%,"15,334"
2939,WYNN,"Wynn Resorts, Limited",Services,Resorts & Casinos,USA,12.39B,96.72,110.75,-2.76%,"4,144,051"
2938,BKI,"Black Knight, Inc.",Financial,Asset Management,USA,10.65B,96.18,70.5,-0.66%,"589,826"
2937,CSTL,"Castle Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,470.96M,96.13,26.82,-1.34%,"126,379"
2936,SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management,USA,100.97M,96.03,6.05,3.07%,"370,100"
2935,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2.41B,95.6,62.81,-0.41%,"2,320,057"
2934,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,17.75B,94.44,291.92,1.04%,"664,574"
2933,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,12.31B,94.3,71.57,-1.30%,"1,240,196"
2932,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.65B,94.14,120.12,0.13%,"30,161"
2931,IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,4.76B,93.85,54.34,-3.86%,"497,254"
2929,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,2.06B,93.7,44.6,-6.71%,"715,538"
2930,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,224.97M,93.7,7.59,1.88%,"216,996"
2928,CDR,"Cedar Realty Trust, Inc.",Financial,REIT - Retail,USA,246.63M,93.67,2.81,2.93%,"567,464"
2927,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.33B,93.63,165.53,-2.91%,"566,231"
2926,CCOI,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,3.55B,92.65,74.95,1.31%,"262,204"
2925,WHLM,"Wilhelmina International, Inc.",Services,Management Services,USA,22.77M,92.33,4.16,0.00%,0
2924,AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - Major,United Kingdom,124.82B,92.01,47.57,1.04%,"3,900,208"
2923,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,418.89M,91.38,21.84,-0.09%,"77,666"
2922,CX,"CEMEX, S.A.B. de C.V.",Industrial Goods,Cement,Mexico,5.03B,91.35,3.38,-7.14%,"21,932,439"
2921,MUDS,Mudrick Capital Acquisition Corporation,Conglomerates,Conglomerates,USA,214.45M,91.24,10.31,0.00%,71
2920,STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,USA,4.62B,90.82,31.15,-0.16%,"1,284,088"
2919,WRE,Washington Real Estate Investment Trust,Financial,REIT - Office,USA,2.44B,90.67,29.65,-0.97%,"395,778"
2918,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,429.49M,90.4,2.26,-6.22%,"13,429,432"
2917,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,147.61M,89.56,12.27,0.00%,"22,025"
2916,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.85B,89,68.35,-0.04%,"275,726"
2915,ELSE,"Electro-Sensors, Inc.",Technology,Scientific & Technical Instruments,USA,12.31M,88.8,3.64,-1.06%,618
2914,RDIB,"Reading International, Inc.",Services,Entertainment - Diversified,USA,39.07M,88.74,23.25,-9.67%,93
2913,TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,USA,12.93B,88.71,324.32,0.71%,"190,743"
2912,WEX,WEX Inc.,Services,Business Services,USA,8.78B,88.46,199.83,-3.62%,"674,282"
2911,HQY,"HealthEquity, Inc.",Technology,Healthcare Information Services,USA,5.31B,88.33,75.7,-1.47%,"632,339"
2910,ACH,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.67B,87.82,6.85,0.00%,"44,240"
