No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2950,DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa,618.84M,108.68,7.39,4.67%,"365,781"
2949,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,2.93B,108.66,103.55,-0.31%,"176,527"
2948,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.81B,108.32,172.66,0.09%,"322,197"
2947,HTHT,Huazhu Group Limited,Services,Lodging,China,10.57B,108.28,35.84,-3.21%,"776,056"
2946,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.92B,108.2,21.64,0.23%,"336,890"
2945,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.89B,107.88,38.19,-3.78%,"278,715"
2944,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.56B,107.75,28.77,-1.17%,"1,437,907"
2943,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,69.77B,107.45,257.35,1.53%,"1,865,859"
2942,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,295.35M,107.4,10.74,-0.09%,"3,004"
2941,FOSL,"Fossil Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,311.90M,107.23,6.01,-4.68%,"1,242,020"
2940,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,206.87M,106.23,8.18,0.25%,"50,771"
2939,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,261.56M,106.21,13.17,-3.02%,"12,931"
2938,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.93M,105.35,10.43,0.00%,0
2937,PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,4.55B,104.74,37.81,-0.94%,"1,966,643"
2936,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,29.06M,104.05,1.77,-1.72%,"5,985"
2935,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.83B,103.6,68.68,-0.12%,"210,773"
2934,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,473.00M,103.37,10.75,0.00%,"262,533"
2933,RDIB,"Reading International, Inc.",Services,Entertainment - Diversified,USA,45.38M,103.05,27,16.13%,18
2932,WEX,WEX Inc.,Services,Business Services,USA,10.04B,102.52,231.6,-1.50%,"332,852"
2931,HQY,"HealthEquity, Inc.",Technology,Healthcare Information Services,USA,6.13B,102.37,87.73,0.98%,"673,446"
2930,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.18B,102.24,39.77,-2.73%,"551,455"
2929,ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,294.21M,101.94,9.99,-0.40%,"141,265"
2928,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,181.78M,101.92,24.97,-0.91%,"71,369"
2927,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,1.89B,100.95,48.05,-12.46%,"712,044"
2926,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,505.22M,100,10.3,-1.25%,"191,994"
2925,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,174.33M,99.98,10.3,0.00%,0
2924,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,440.04M,99.41,23.76,-3.53%,"57,807"
2923,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,167.22B,98.69,380.07,-1.54%,"3,903,501"
2922,BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,USA,132.68M,98.5,13.1,-14.10%,"71,930"
2921,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.72B,98.06,125.13,0.02%,"46,577"
2920,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,159.29M,97.3,13.33,2.62%,"27,737"
2919,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,16.92B,97.18,300.39,-3.20%,"772,209"
2918,BROG,Brooge Holdings Limited,Conglomerates,Conglomerates,United Arab Emirates,307.26M,97.11,11.75,-1.80%,"35,421"
2917,GLOB,Globant S.A.,Technology,Information Technology Services,Luxembourg,4.77B,96.85,134.82,7.01%,"817,286"
2916,WHLM,"Wilhelmina International, Inc.",Services,Management Services,USA,22.54M,95.78,4.31,-5.71%,"1,133"
