No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3130,GO,Grocery Outlet Holding Corp.,Services,Grocery Stores,USA,2.88B,10566.67,31.7,1.21%,"1,215,073"
3129,EVA,"Enviva Partners, LP",Industrial Goods,"Lumber, Wood Production",USA,1.24B,9225,36.9,-2.54%,"155,036"
3128,VSAT,"Viasat, Inc.",Technology,Communication Equipment,USA,3.64B,8041.43,56.29,3.99%,"909,845"
3127,ZM,"Zoom Video Communications, Inc.",Technology,Application Software,USA,30.62B,4283.2,107.08,1.97%,"13,317,839"
3126,NOK,Nokia Corporation,Technology,Communication Equipment,Finland,21.87B,1955,3.91,-2.74%,"35,773,804"
3125,DAKT,"Daktronics, Inc.",Technology,Computer Based Systems,USA,254.51M,1863.33,5.59,-5.09%,"169,528"
3124,NEO,"NeoGenomics, Inc.",Healthcare,Medical Laboratories & Research,USA,3.13B,1636.67,29.46,-2.71%,"775,968"
3123,AHCO,AdaptHealth Corp.,Healthcare,Medical Appliances & Equipment,USA,1.16B,1061.33,15.92,0.00%,"32,529"
3122,MTLS,Materialise NV,Technology,Application Software,Belgium,966.07M,1054.71,17.93,-5.63%,"100,376"
3121,INFU,InfuSystem Holdings Inc.,Healthcare,Medical Instruments & Supplies,USA,216.21M,1046,10.46,-4.30%,"64,947"
3120,EHTH,"eHealth, Inc.",Financial,Insurance Brokers,USA,2.59B,1028.47,114.16,-3.78%,"961,105"
3119,WPM,Wheaton Precious Metals Corp.,Basic Materials,Silver,Canada,14.81B,975,33.15,-0.45%,"5,368,336"
3118,LAKE,"Lakeland Industries, Inc.",Healthcare,Medical Instruments & Supplies,USA,117.28M,819.74,15.57,7.34%,"2,139,395"
3117,PODD,Insulet Corporation,Healthcare,Medical Instruments & Supplies,USA,12.40B,774.53,196.73,-5.10%,"745,519"
3116,KRMD,"Repro Med Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,273.27M,688,6.88,-1.43%,"317,265"
3115,CRY,"CryoLife, Inc.",Healthcare,Medical Appliances & Equipment,USA,1.02B,650,26,-0.57%,"274,920"
3114,SBRA,"Sabra Health Care REIT, Inc.",Financial,REIT - Healthcare Facilities,USA,4.32B,589.44,21.22,-5.06%,"2,007,442"
3113,BAND,Bandwidth Inc.,Technology,Business Software & Services,USA,1.60B,558.54,68.7,-7.42%,"890,721"
3112,GSHD,"Goosehead Insurance, Inc",Financial,Insurance Brokers,USA,2.03B,537.21,55.87,-0.09%,"147,771"
3111,IGA,Voya Global Advantage and Premium Opportunity Fund,Financial,Closed-End Fund - Foreign,USA,183.78M,528.42,10.04,-3.65%,"123,591"
3110,BAK,Braskem S.A.,Basic Materials,Chemicals - Major Diversified,Brazil,5.69B,514.62,13.38,-0.74%,"42,481"
3109,RUN,Sunrun Inc.,Technology,Semiconductor - Specialized,USA,2.62B,452.17,20.8,-6.01%,"3,438,652"
3108,AYX,"Alteryx, Inc.",Technology,Application Software,USA,9.27B,449.8,132.69,-0.71%,"2,021,204"
3107,ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,3.69B,441.18,30,-2.69%,"823,241"
3106,SCU,"Sculptor Capital Management, Inc.",Financial,Asset Management,USA,1.24B,434.64,24.34,-3.30%,"153,758"
3105,BRMK,Broadmark Realty Capital Inc.,Financial,Mortgage Investment,USA,1.62B,424.14,12.3,-2.30%,"843,912"
3104,SITC,SITE Centers Corp.,Financial,REIT - Retail,USA,2.40B,418.33,12.55,-3.68%,"1,128,742"
3103,CFX,Colfax Corporation,Industrial Goods,Diversified Machinery,USA,3.98B,412.41,35.88,-4.75%,"2,603,357"
3102,GSX,GSX Techedu Inc.,Services,Education & Training Services,USA,10.53B,408.24,44.09,-2.93%,"6,828,296"
3101,SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,USA,1.68B,396.25,9.51,-4.33%,"4,613,892"
3100,PEAK,"Healthpeak Properties, Inc.",Financial,REIT - Healthcare Facilities,USA,18.09B,396.22,35.66,-3.88%,"4,295,923"
3099,INOV,"Inovalon Holdings, Inc.",Technology,Healthcare Information Services,USA,3.15B,376.35,19.57,-4.30%,"460,091"
3098,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductor - Specialized,USA,268.81M,367.24,10.65,-0.75%,"196,081"
3097,EYE,"National Vision Holdings, Inc.",Services,"Specialty Retail, Other",USA,2.69B,363.76,33.83,-1.86%,"656,878"
3096,CWST,"Casella Waste Systems, Inc.",Industrial Goods,Waste Management,USA,2.61B,361.02,53.07,0.32%,"444,578"
3095,TRC,Tejon Ranch Co.,Financial,Property Management,USA,417.21M,354,15.93,-1.73%,"121,949"
3094,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,153.01M,345.56,6.22,-0.96%,"21,949"
3093,KRUS,"Kura Sushi USA, Inc.",Services,Restaurants,USA,191.56M,342.27,22.59,-0.83%,"56,247"
3092,EPAY,"Bottomline Technologies (de), Inc.",Technology,Business Software & Services,USA,2.07B,335.22,44.92,-3.34%,"295,835"
3091,BANC,"Banc of California, Inc.",Financial,Regional - Pacific Banks,USA,865.58M,330.39,16.85,-0.59%,"741,362"
3090,TAL,TAL Education Group,Services,Education & Training Services,USA,32.91B,321.48,56.58,-1.75%,"4,202,447"
3089,GOL,Gol Linhas Aereas Inteligentes S.A.,Services,Regional Airlines,Brazil,1.96B,316.36,13.92,-1.69%,"1,276,251"
3088,ADSK,"Autodesk, Inc.",Technology,Technical & System Software,USA,42.06B,314.89,186.73,-3.93%,"2,277,777"
3087,AAXN,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.74B,304.64,79.51,-3.52%,"765,460"
3086,BLKB,"Blackbaud, Inc.",Technology,Business Software & Services,USA,3.67B,298.37,73.4,-1.60%,"442,669"
3085,CDAY,Ceridian HCM Holding Inc.,Technology,Application Software,USA,10.53B,297.11,73.09,-1.30%,"1,758,328"
3084,BYFC,Broadway Financial Corporation,Financial,Savings & Loans,USA,28.81M,294,1.47,-1.34%,849
3083,BIP,Brookfield Infrastructure Partners L.P.,Utilities,Diversified Utilities,Bermuda,21.98B,292.2,53.18,-2.13%,"555,907"
3082,CXP,"Columbia Property Trust, Inc.",Financial,REIT - Office,USA,2.43B,288.77,21.08,-3.66%,"571,278"
3081,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,8.62B,285.73,94.29,-2.72%,"691,319"
3080,DEA,"Easterly Government Properties, Inc.",Financial,REIT - Office,USA,1.83B,283.79,24.69,-1.28%,"1,100,685"
3079,MITT,"AG Mortgage Investment Trust, Inc.",Financial,Mortgage Investment,USA,526.34M,279.65,15.94,-2.98%,"497,171"
3078,WSG,Wanda Sports Group Company Limited,Services,Entertainment - Diversified,China,588.75M,278.67,4.18,-2.79%,"290,888"
3077,DXCM,"DexCom, Inc.",Healthcare,Medical Laboratories & Research,USA,27.02B,262.2,283.96,-3.43%,"1,111,321"
3076,VIRC,Virco Mfg. Corporation,Consumer Goods,Business Equipment,USA,61.15M,262,3.93,-0.76%,"7,519"
3075,SBAC,SBA Communications Corporation,Technology,Diversified Communication Services,USA,32.39B,259.9,291.09,-1.50%,"881,644"
3074,DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,USA,36.19M,259.46,9.6,0.26%,"1,800"
3073,ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,USA,1.71B,255.85,33.26,-4.64%,"256,593"
3072,CVA,Covanta Holding Corporation,Industrial Goods,Waste Management,USA,1.92B,252.76,14.66,-3.23%,"1,227,066"
3071,MGLN,"Magellan Health, Inc.",Healthcare,Health Care Plans,USA,1.64B,251.28,66.59,-5.36%,"180,721"
3070,DSX,Diana Shipping Inc.,Services,Shipping,Greece,241.49M,244.44,2.2,-7.17%,"624,005"
3069,SSTI,"ShotSpotter, Inc.",Technology,Application Software,USA,454.95M,244.4,36.66,-1.45%,"93,317"
3068,TACO,"Del Taco Restaurants, Inc.",Services,Restaurants,USA,269.23M,239,7.17,-3.37%,"608,477"
3067,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,29.36B,233.23,7.23,-4.49%,"107,899,335"
3066,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities,USA,7.13B,232.66,33.27,-1.28%,"1,673,690"
3065,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,1.14B,232.62,261,-2.25%,"59,353"
3064,IDT,IDT Corporation,Technology,Diversified Communication Services,USA,202.17M,225.28,8.11,-0.86%,"71,958"
3063,SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,USA,4.30B,224.56,94.99,-3.07%,"754,417"
3062,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,38.40B,224,145.6,-5.97%,"3,990,699"
3061,CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,8.58B,222.4,23.13,-0.96%,"8,298,129"
3060,CHCT,Community Healthcare Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,1.01B,222.16,50.43,-1.35%,"90,350"
3059,NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,USA,2.05B,218.16,27.92,-3.14%,"555,377"
3058,HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research,USA,795.17M,215.02,99.77,5.12%,"97,624"
3057,LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,20.37B,208.36,133.35,-1.96%,"665,803"
3056,IIIN,"Insteel Industries, Inc.",Basic Materials,Steel & Iron,USA,417.85M,206.25,21.45,-2.05%,"192,029"
3055,ZNGA,Zynga Inc.,Technology,Multimedia & Graphics Software,USA,6.66B,205.59,6.99,-0.43%,"24,888,507"
3054,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,24.36B,205.46,131.7,-1.95%,"56,690"
3053,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,706.06M,205.34,24.23,-0.49%,"341,509"
3052,PLMR,"Palomar Holdings, Inc.",Financial,Property & Casualty Insurance,USA,1.31B,203.05,54.62,-5.58%,"456,893"
3051,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,150.56M,199.43,20.94,-4.69%,"63,930"
3050,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,4.03B,199.35,82.33,-3.46%,"903,986"
3049,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,305.36M,196.6,10.42,-0.29%,"2,700"
3048,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3.41B,196.32,49.08,-2.21%,"633,868"
3047,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,4.56B,193.53,84.96,-8.36%,"796,071"
3046,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,40.64B,190.66,80.65,0.59%,"1,262,120"
3045,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,6.84B,189.89,33.23,-1.77%,"2,261,574"
3044,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,10.16B,189.52,19.9,-2.02%,"6,269,014"
3043,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.18B,187.04,29.74,-0.67%,"80,443"
3042,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,564.21M,185,10.36,-3.36%,"1,244,176"
3041,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,89.20M,183.33,3.85,-1.03%,"23,583"
3040,CRM,"salesforce.com, inc.",Technology,Application Software,USA,164.06B,181.09,181.27,-2.51%,"10,268,791"
3039,GFNCP,General Finance Corporation,Services,Rental & Leasing Services,USA,3.15B,180.98,103.88,-1.69%,888
3038,FTAC,FinTech Acquisition Corp. III,Conglomerates,Conglomerates,USA,363.51M,180,10.26,0.00%,1
3037,SSP,The E.W. Scripps Company,Services,Broadcasting - TV,USA,994.67M,179.25,12.01,-2.75%,"433,942"
3036,JBGS,JBG SMITH Properties,Financial,Property Management,USA,6.04B,178.84,40.06,-2.79%,"611,452"
3035,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drugs - Generic,Ireland,6.44B,176.46,33.88,-1.80%,"2,070,910"
3034,SPHS,"Sophiris Bio, Inc.",Healthcare,Biotechnology,USA,23.86M,175.03,0.7,-2.74%,"55,134"
3033,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,2.98B,173.46,18.04,-5.05%,"90,819"
3032,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,4.82B,171.67,58.71,-3.17%,"724,558"
3031,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.11B,171.31,16.96,-1.51%,"1,288,427"
3030,CONE,CyrusOne Inc.,Financial,REIT - Diversified,USA,7.38B,169.23,66.34,-1.37%,"969,663"
3029,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,604.62M,167.67,17.27,1.23%,"46,041"
3028,KRNT,Kornit Digital Ltd.,Industrial Goods,Diversified Machinery,Israel,1.66B,167.35,41,-3.64%,"337,398"
3027,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,490.36M,166.48,112.21,-3.36%,"3,783"
3026,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,59.81B,164.6,47.57,-3.16%,"87,514,770"
3025,VVNT,"Vivint Smart Home, Inc.",Services,Security & Protection Services,USA,2.94B,164.54,19.58,5.84%,"179,626"
3024,ALTG,Alta Equipment Group Inc.,Services,Rental & Leasing Services,USA,173.45M,163.51,9.32,-2.00%,"625,073"
3023,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,1.39B,162.73,30.43,-3.64%,"610,454"
3022,IVAC,"Intevac, Inc.",Technology,Diversified Electronics,USA,142.98M,162.16,6,-4.46%,"69,613"
3021,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,13.03B,161.34,49.37,-3.95%,"1,825,232"
3020,CNTY,"Century Casinos, Inc.",Services,Resorts & Casinos,USA,235.85M,160.82,7.88,-0.63%,"97,432"
3019,ELAN,Elanco Animal Health Incorporated,Healthcare,Drugs - Generic,USA,11.30B,158.11,29.25,-2.53%,"8,586,175"
3018,FOCS,Focus Financial Partners Inc.,Financial,Asset Management,USA,2.11B,157.76,30.29,-4.33%,"310,835"
3017,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,29.06B,157.3,150.06,-5.07%,"2,917,324"
3016,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,585.70M,155.52,14.93,-1.97%,"379,511"
3015,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,89.97B,150.37,144.66,-4.02%,"5,335,675"
3014,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,112.10M,150,2.4,9.09%,"287,564"
3013,BBU,Brookfield Business Partners L.P.,Financial,Real Estate Development,Bermuda,3.47B,149.93,42.88,-2.38%,"44,075"
3012,CFFA,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,300.13M,146.48,10.4,-0.95%,28
3011,SY,So-Young International Inc.,Technology,Healthcare Information Services,China,1.27B,145.24,12.2,-4.01%,"468,454"
3010,ATIF,ATIF Holdings Limited,Financial,Asset Management,China,70.07M,144.62,1.88,3.30%,"97,744"
3009,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,401.45M,144.37,35.37,-5.05%,"37,943"
3008,OSPN,OneSpan Inc.,Technology,Application Software,USA,682.32M,144.1,16.86,-5.97%,"225,638"
3007,NDLS,Noodles & Company,Services,Restaurants,USA,361.40M,144.04,8.21,-2.15%,"401,183"
3006,CRSAU,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,515.76M,143.84,10.5,0.00%,0
3005,DAVA,Endava plc,Technology,Business Software & Services,United Kingdom,2.72B,143.47,50.07,-3.71%,"130,328"
3004,PEN,"Penumbra, Inc.",Healthcare,Medical Instruments & Supplies,USA,6.12B,143.45,176.16,-4.40%,"435,177"
3003,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2.35B,142.85,17.57,-3.78%,"939,537"
3002,NXPI,NXP Semiconductors N.V.,Technology,Semiconductor - Broad Line,Netherlands,34.89B,141.48,120.82,-2.60%,"4,598,169"
3001,INXN,InterXion Holding N.V.,Technology,Information Technology Services,Netherlands,7.07B,137.06,93.34,-1.32%,"1,915,953"
3000,WING,Wingstop Inc.,Services,Restaurants,USA,2.82B,136.61,94.26,-3.17%,"531,706"
2999,GLUU,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,1.01B,135.37,7.31,-2.92%,"4,879,192"
2998,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,12.73B,133.88,273.51,-3.43%,"1,871,739"
2997,COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA,3.32B,131.57,130.25,-4.70%,"310,340"
2996,KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,1.64B,130.43,15,-22.32%,"5,670,915"
2995,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5.57B,130.26,35.56,-3.40%,"1,066,729"
2994,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,4.92B,129.4,36.75,-1.10%,"1,540,056"
2993,PCTY,Paylocity Holding Corporation,Technology,Application Software,USA,7.49B,129.02,133.66,-2.10%,"460,553"
2992,ATUS,"Altice USA, Inc.",Technology,Telecom Services - Domestic,USA,17.13B,128.54,27.38,-2.98%,"7,382,513"
2991,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.55B,128.38,125.04,-2.53%,"122,321"
2990,RP,"RealPage, Inc.",Technology,Application Software,USA,5.66B,126.73,58.93,-3.11%,"441,242"
2989,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,52.33M,124.62,1.62,-2.99%,"102,660"
2988,MITK,"Mitek Systems, Inc.",Technology,Application Software,USA,378.67M,124.59,9.22,-2.74%,"352,820"
2987,FSP,Franklin Street Properties Corp.,Financial,REIT - Office,USA,797.08M,124.17,7.45,-2.87%,"626,606"
2986,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,28.06B,122.79,8.35,-2.79%,"8,400,298"
2985,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.25B,120.68,60.22,3.49%,"172,565"
2984,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1.12B,119.55,104.37,0.05%,"93,575"
2983,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.08B,117.4,54.24,-3.30%,"187,816"
2982,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,3.99B,116.72,7.82,-3.34%,"1,759,114"
2981,GWRS,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,286.43M,116.45,12.81,-6.77%,"73,923"
2980,TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,518.55M,116.1,4.76,1.28%,"89,249"
2979,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,470.18M,115.9,74.87,-2.31%,"34,810"
2978,EVI,"EVI Industries, Inc.",Services,Consumer Services,USA,266.26M,115.54,22.3,0.72%,"15,737"
2977,FRG,"Franchise Group, Inc.",Services,Personal Services,Canada,411.54M,114.47,22.55,-4.25%,"35,203"
2976,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,292.87M,113.3,10.65,-0.84%,"11,121"
2975,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,488.24M,113.25,13.25,-0.67%,"138,657"
2974,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,16.58B,111.95,30.45,-2.56%,"2,951,097"
2973,XP,XP Inc.,Financial,Asset Management,Brazil,21.02B,111.94,37.5,-5.06%,"990,879"
2972,CRSA,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,254.25M,111.76,10.17,0.10%,"4,181"
2971,TREE,"LendingTree, Inc.",Financial,Mortgage Investment,USA,3.87B,111.48,292.87,-14.20%,"728,724"
2970,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,22.24B,110.51,117.91,-1.94%,"1,012,752"
2969,JD,"JD.com, Inc.",Technology,Internet Information Providers,China,58.41B,110.34,38.84,-1.35%,"14,681,107"
2968,HDB,HDFC Bank Limited,Financial,Foreign Regional Banks,India,46.55B,107.67,55.72,-1.54%,"1,938,642"
2967,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,5.69B,107.63,50.37,-2.80%,"455,109"
2966,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.96M,105.38,10.43,0.31%,175
2965,EQIX,"Equinix, Inc. (REIT)",Financial,REIT - Diversified,USA,53.73B,105.33,631.98,-2.00%,"669,385"
2964,DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,3.68B,104.39,43.01,-1.53%,"168,096"
2963,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,716.64M,104.32,4.59,-4.77%,"1,063,832"
2962,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,63.71B,104.21,329.72,-1.15%,"1,827,844"
2961,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,3.73B,104.02,42.96,-1.45%,"726,702"
2960,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,474.32M,103.65,10.78,-0.19%,"34,042"
2959,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,707.15M,103.64,29.33,-6.20%,"370,216"
2957,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.41B,103.48,27.63,-2.78%,"1,856,538"
2958,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,701.30M,103.48,13.66,-5.20%,"723,787"
2956,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.84B,103.15,20.63,-3.42%,"689,778"
2955,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,2.81B,103.13,98.28,-2.73%,"392,410"
2954,SFIX,"Stitch Fix, Inc.",Services,"Specialty Retail, Other",USA,2.62B,103.1,25.98,-5.42%,"2,110,464"
2953,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,28.79M,102.94,1.75,2.94%,107
2952,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.27B,102.62,39.92,3.02%,"954,164"
2951,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,66.54B,102.48,245.43,-2.04%,"2,191,914"
2950,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,196.66M,102.08,7.86,-1.63%,"61,121"
2949,ALGR,Allegro Merger Corp.,Conglomerates,Conglomerates,USA,156.48M,101.41,10.24,-0.12%,1
2948,HTHT,Huazhu Group Limited,Services,Lodging,China,10.07B,100.95,33.11,-4.44%,"2,089,980"
2947,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,2.21B,100.44,47.81,-0.50%,"406,109"
2946,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,174.54M,100.1,10.31,-0.10%,2
2945,PATI,"Patriot Transportation Holding, Inc.",Services,Trucking,USA,42.35M,99.85,12.38,-0.93%,"2,572"
2944,WYNN,"Wynn Resorts, Limited",Services,Resorts & Casinos,USA,12.74B,99.47,113.89,-5.23%,"4,256,957"
2943,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.68B,98.93,35.02,-4.66%,"351,796"
2942,BROG,Brooge Holdings Limited,Conglomerates,Conglomerates,United Arab Emirates,326.15M,98.84,11.96,0.67%,"41,130"
2941,CX,"CEMEX, S.A.B. de C.V.",Industrial Goods,Cement,Mexico,5.41B,98.38,3.64,-2.67%,"9,530,011"
2940,RDIB,"Reading International, Inc.",Services,Entertainment - Diversified,USA,43.26M,98.24,25.74,9.95%,6
2939,IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,4.95B,97.62,56.52,-3.62%,"503,013"
2938,CSTL,"Castle Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,477.37M,97.44,27.18,-9.38%,"118,930"
2937,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,240.51M,97.42,12.08,-3.36%,"14,920"
2936,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,500.00M,97.28,10.02,-1.96%,"182,217"
2935,ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,268.18M,97.04,9.51,-2.36%,"97,525"
2934,BKI,"Black Knight, Inc.",Financial,Asset Management,USA,10.72B,96.82,70.97,-3.49%,"755,963"
2933,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.79B,96.44,170.5,-0.09%,"581,681"
2932,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,458.00M,96.4,2.41,-7.31%,"8,247,992"
2931,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2.42B,96,63.07,-14.27%,"8,747,367"
2930,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,12.47B,95.53,72.51,-3.41%,"1,526,880"
2929,FOSL,"Fossil Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,281.48M,94.82,5.31,-2.75%,"4,033,666"
2928,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.65B,94.01,119.96,-2.87%,"45,081"
2927,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,160.47B,93.51,360.09,-2.34%,"6,402,571"
2926,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,17.56B,93.47,288.91,-2.32%,"901,076"
2925,SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management,USA,97.97M,93.17,5.87,7.31%,"317,085"
2924,SNDE,"Sundance Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,130.08M,92.52,9.53,1.87%,"9,991"
2923,WHLM,"Wilhelmina International, Inc.",Services,Management Services,USA,22.77M,92.33,4.16,-3.37%,"2,405"
2922,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,220.82M,91.98,7.45,-13.47%,"772,793"
2921,WEX,WEX Inc.,Services,Business Services,USA,9.11B,91.78,207.34,-5.90%,"706,674"
2920,WRE,Washington Real Estate Investment Trust,Financial,REIT - Office,USA,2.46B,91.56,29.94,-2.82%,"276,066"
2919,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,419.27M,91.46,21.86,-5.45%,"92,249"
2918,CCOI,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,3.50B,91.45,73.98,-0.50%,"304,793"
2917,MUDS,Mudrick Capital Acquisition Corporation,Conglomerates,Conglomerates,USA,214.45M,91.24,10.31,-0.10%,778
2916,AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - Major,United Kingdom,123.54B,91.06,47.08,-1.07%,"4,344,123"
2915,CDR,"Cedar Realty Trust, Inc.",Financial,REIT - Retail,USA,239.61M,91,2.73,-5.21%,"364,451"
2914,STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,USA,4.63B,90.96,31.2,-3.29%,"1,188,912"
2913,ELSE,"Electro-Sensors, Inc.",Technology,Scientific & Technical Instruments,USA,12.44M,89.76,3.68,-1.34%,47
2912,HQY,"HealthEquity, Inc.",Technology,Healthcare Information Services,USA,5.39B,89.65,76.83,-7.27%,"1,059,519"
2911,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,147.61M,89.56,12.27,-3.54%,"35,975"
