No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3070,KRNT,Kornit Digital Ltd.,Industrial Goods,Diversified Machinery,Israel,1.85B,215.22,44.55,3.60%,"809,255"
3069,CHCT,Community Healthcare Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,969.82M,214.58,48.71,-1.16%,"77,619"
3068,LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,20.85B,213.28,136.5,0.41%,"287,705"
3067,IIIN,"Insteel Industries, Inc.",Basic Materials,Steel & Iron,USA,433.41M,212.4,22.09,0.00%,"47,758"
3066,SCKT,"Socket Mobile, Inc.",Technology,Computer Peripherals,USA,10.06M,211.25,1.69,0.82%,"134,236"
3065,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,11.48B,211.05,22.16,-0.85%,"6,311,979"
3064,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,24.83B,210.48,134.92,0.24%,"66,999"
3063,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3.55B,209.12,52.28,-0.36%,"685,091"
3062,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,7.03B,208.91,36.56,2.52%,"1,600,573"
3061,FSP,Franklin Street Properties Corp.,Financial,REIT - Office,USA,883.22M,207.18,8.08,7.88%,"838,050"
3060,WSG,Wanda Sports Group Company Limited,Services,Entertainment - Diversified,China,411.93M,206,3.09,5.46%,"346,864"
3059,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,1.78B,204.87,38.31,3.15%,"216,721"
3058,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,4.21B,202.69,83.71,0.84%,"334,103"
3057,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.33B,202.14,32.14,1.10%,"104,891"
3056,ZNGA,Zynga Inc.,Technology,Multimedia & Graphics Software,USA,6.44B,198.53,6.75,0.15%,"12,831,843"
3055,SSP,The E.W. Scripps Company,Services,Broadcasting - TV,USA,1.12B,198.06,13.27,0.99%,"307,686"
3054,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,683.45M,197.54,23.31,2.28%,"204,203"
3053,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,304.77M,196.23,10.4,0.00%,0
3052,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,5.42B,195.49,65.49,2.36%,"606,620"
3051,BLKB,"Blackbaud, Inc.",Technology,Business Software & Services,USA,3.96B,194.14,80.18,-1.68%,"419,271"
3050,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,41.08B,192.58,81.46,0.07%,"277,943"
3049,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drugs - Generic,Ireland,6.81B,189.58,36.4,0.28%,"1,163,458"
3048,CRM,"salesforce.com, inc.",Technology,Application Software,USA,168.96B,189.27,189.46,0.19%,"4,498,936"
3047,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.24B,187.07,42.47,0.15%,"405,338"
3046,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities,USA,6.74B,186.61,32.47,0.28%,"979,291"
3045,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,62.51B,186.47,53.89,0.17%,"45,222,551"
3044,JBGS,JBG SMITH Properties,Financial,Property Management,USA,6.18B,185.49,41.55,0.19%,"363,007"
3043,TDC,Teradata Corporation,Technology,Information Technology Services,USA,2.85B,185.4,23.36,1.52%,"1,669,158"
3042,PGRE,"Paramount Group, Inc.",Financial,Property Management,USA,3.31B,184.18,14.55,0.83%,"1,414,045"
3041,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,590.71M,183.93,10.3,1.68%,"542,092"
3040,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,87.82M,182.86,3.84,0.52%,"8,319"
3039,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3.14B,182.67,19.18,-0.93%,"22,468"
3038,FTAC,FinTech Acquisition Corp. III,Conglomerates,Conglomerates,USA,362.45M,179.47,10.23,0.10%,"1,024"
3037,KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,2.19B,177.04,20.36,1.65%,"561,269"
3036,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,619.23M,174.56,17.98,-4.56%,"140,847"
3035,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,522.89M,172.78,116.46,0.50%,"3,565"
3034,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,4.87B,172.76,36.28,0.39%,"956,476"
3033,SPHS,"Sophiris Bio, Inc.",Healthcare,Biotechnology,USA,24.31M,172.47,0.69,2.40%,"78,788"
3032,WMB,"The Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,USA,26.59B,172.4,21.55,0.37%,"7,375,522"
3031,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.16B,172.22,17.05,3.65%,"3,080,988"
3030,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,14.05B,171.9,52.6,-1.55%,"1,529,911"
3029,CNTY,"Century Casinos, Inc.",Services,Resorts & Casinos,USA,249.58M,170.41,8.35,1.33%,"203,344"
3028,NXPI,NXP Semiconductors N.V.,Technology,Semiconductor - Broad Line,Netherlands,39.42B,161.39,137.83,1.70%,"2,590,030"
3027,COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA,3.96B,161.05,159.44,2.34%,"249,737"
3026,IVAC,"Intevac, Inc.",Technology,Diversified Electronics,USA,159.76M,160.7,6.91,1.02%,"55,171"
3025,SY,So-Young International Inc.,Technology,Healthcare Information Services,China,1.47B,160.35,13.63,3.73%,"836,052"
3024,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,603.87M,159.9,15.35,-0.20%,"604,670"
3023,FOCS,Focus Financial Partners Inc.,Financial,Asset Management,USA,2.12B,154.95,29.75,0.88%,"198,272"
3022,BBU,Brookfield Business Partners L.P.,Financial,Real Estate Development,Bermuda,3.58B,154.9,44.3,-0.16%,"25,002"
3021,RPT,RPT Realty,Financial,REIT - Retail,USA,1.16B,154.41,14.36,-1.10%,"565,713"
3020,OSPN,OneSpan Inc.,Technology,Application Software,USA,717.86M,153.5,17.96,1.35%,"175,861"
3019,PEN,"Penumbra, Inc.",Healthcare,Medical Instruments & Supplies,USA,6.63B,151.07,185.51,0.21%,"163,491"
3018,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,13.63B,149.19,304.79,2.83%,"1,915,509"
3017,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,411.10M,149.02,36.51,3.31%,"136,467"
3016,GRSHU,"Gores Holdings III, Inc.",Conglomerates,Conglomerates,USA,480.00M,148.15,12,0.00%,0
3015,UFCS,"United Fire Group, Inc.",Financial,Property & Casualty Insurance,USA,1.15B,148.13,45.92,-1.42%,"40,019"
3014,CFFA,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,299.55M,146.2,10.38,0.00%,0
3013,WING,Wingstop Inc.,Services,Restaurants,USA,2.87B,145.89,97.6,0.62%,"298,272"
3012,CRSAU,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,516.28M,144.66,10.56,0.57%,115
3011,NDLS,Noodles & Company,Services,Restaurants,USA,365.06M,143.86,8.2,5.53%,"438,008"
3010,SEB,Seaboard Corporation,Conglomerates,Conglomerates,USA,4.44B,142.84,3825,0.00%,265
3009,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,17.16B,142.05,31.82,0.76%,"3,555,085"
3008,WEX,WEX Inc.,Services,Business Services,USA,9.83B,141.94,219.72,2.07%,"536,443"
3007,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,32.96B,141.73,166.11,2.73%,"1,995,527"
3006,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.69B,141.07,137.4,-0.22%,"50,607"
3005,PCTY,Paylocity Holding Corporation,Technology,Application Software,USA,7.44B,137.84,142.8,0.53%,"401,986"
3004,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.25B,137.08,63.33,0.97%,"98,241"
3003,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,109.32M,136.88,2.19,-4.37%,"186,388"
3002,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,30.47B,133.48,9.21,2.45%,"9,510,979"
3001,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,USA,2.83B,132.5,21.2,6.80%,"4,746,442"
3000,BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,USA,176.14M,130.75,17.39,0.40%,"14,985"
2999,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5.90B,130.48,37.97,0.34%,"860,799"
2998,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,859.17M,130.35,36.89,3.92%,"442,670"
2997,TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,546.82M,130.24,5.34,1.33%,"64,887"
2996,RP,"RealPage, Inc.",Technology,Application Software,USA,5.75B,130.22,60.55,0.15%,"226,842"
2995,LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,345.82M,130.14,8.98,2.05%,"555,240"
2994,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,4.24B,128.96,8.64,1.41%,"935,309"
2993,INXN,InterXion Holding N.V.,Technology,Information Technology Services,Netherlands,6.89B,128.69,89.31,0.78%,"1,113,961"
2992,DLR,"Digital Realty Trust, Inc.",Financial,REIT - Office,USA,26.66B,127.05,127.05,1.22%,"1,827,877"
2991,GLUU,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,1.10B,126.48,6.83,-0.44%,"2,843,343"
2990,NLOK,NortonLifeLock Inc.,Technology,Security Software & Services,USA,12.78B,126.44,20.61,0.00%,"9,953,917"
2989,IVR,Invesco Mortgage Capital Inc.,Financial,Mortgage Investment,USA,2.85B,125.46,17.69,0.23%,"1,464,939"
2988,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1.21B,125.34,109.42,0.37%,"135,264"
2987,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,52.54M,124.62,1.62,1.89%,"101,976"
2986,TREE,"LendingTree, Inc.",Financial,Mortgage Investment,USA,4.29B,124.37,326.71,0.74%,"110,408"
2985,ELAN,Elanco Animal Health Incorporated,Technology,Telecom Services - Foreign,USA,12.60B,122.5,31.36,-1.23%,"3,230,677"
2984,GWRS,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,305.21M,121.91,13.41,-2.26%,"63,979"
2983,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,5.63B,120.62,50.9,0.79%,"597,596"
2982,NMM,Navios Maritime Partners L.P.,Services,Shipping,Monaco,127.85M,120.42,11.56,1.67%,"124,734"
2981,ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials,USA,5.12B,119.94,41.5,4.64%,"5,692,320"
2980,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.26B,119.38,59.57,0.24%,"56,062"
2978,FOSL,"Fossil Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,344.02M,119.29,6.68,5.86%,"1,116,741"
2979,FRG,"Franchise Group, Inc.",Services,Personal Services,Canada,425.82M,119.29,23.5,0.00%,"17,094"
2977,XP,XP Inc.,Financial,Asset Management,Brazil,23.14B,118.92,40.91,4.92%,"625,230"
2976,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,610.53M,118.4,2.96,2.07%,"3,980,295"
2975,VVNT,"Vivint Smart Home, Inc.",Services,Security & Protection Services,USA,2.19B,118.32,14.08,9.91%,"137,722"
2974,BEP,Brookfield Renewable Partners L.P.,Utilities,Diversified Utilities,Canada,9.53B,118.27,53.22,0.02%,"212,304"
2973,JD,"JD.com, Inc.",Technology,Internet Information Providers,China,61.62B,117.63,41.64,2.11%,"13,742,299"
2972,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,493.52M,117.35,75.81,0.20%,"25,314"
2971,ATIF,ATIF Holdings Limited,Financial,Asset Management,China,57.97M,116.92,1.52,-13.14%,"14,234"
2970,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,499.66M,115.9,13.56,-0.29%,"135,341"
2969,HDB,HDFC Bank Limited,Financial,Foreign Regional Banks,India,49.97B,115.57,59.81,0.45%,"702,474"
2968,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,2.23B,114.83,54.66,0.98%,"142,876"
2967,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,767.75M,114.7,15.14,3.70%,"498,277"
2966,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,798.98M,114.09,5.02,13.57%,"3,641,902"
2965,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,30.34M,113.96,1.94,-3.13%,"2,963"
2964,HTHT,Huazhu Group Limited,Services,Lodging,China,11.40B,113.6,37.6,6.79%,"2,551,500"
2963,DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,3.93B,113.33,46.69,0.30%,"44,197"
2962,CSTL,"Castle Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,538.45M,112.8,31.47,4.03%,"288,453"
2961,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2.75B,112.54,73.94,1.34%,"1,257,813"
2960,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,309.10M,112.4,11.24,0.00%,"299,240"
2959,GSAH,GS Acquisition Holdings Corp,Conglomerates,Conglomerates,USA,888.72M,112,12.88,0.00%,0
2958,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,266.86M,111.6,9.04,5.36%,"392,598"
2957,CRSA,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,253.75M,111.54,10.15,0.20%,"3,699"
2956,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,66.09B,110.56,349.8,1.81%,"1,297,907"
2955,GRSH,"Gores Holdings III, Inc.",Conglomerates,Conglomerates,USA,446.00M,110.4,11.15,0.00%,0
2954,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,4.17B,109.83,45.36,1.64%,"740,178"
2953,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,216.89M,109.09,8.4,2.31%,"81,331"
2952,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,12.16B,108.91,70.9,1.37%,"728,861"
2951,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,3.00B,108.29,103.2,0.42%,"236,479"
2950,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.59B,107.57,28.72,1.16%,"1,644,572"
2949,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,1.13B,107.12,257.62,3.51%,"43,613"
2948,EQIX,"Equinix, Inc. (REIT)",Financial,REIT - Diversified,USA,52.94B,107.01,623.14,1.56%,"565,098"
2947,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,21.49B,106.78,113.93,-0.61%,"484,629"
2946,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.95B,106.75,21.35,0.33%,"405,836"
2945,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,69.83B,105.32,252.23,-1.63%,"2,365,360"
2944,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.76M,105.25,10.42,0.09%,625
2943,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.33B,104.33,166.3,1.00%,"302,407"
2942,SFIX,"Stitch Fix, Inc.",Services,"Specialty Retail, Other",USA,2.74B,103.97,26.2,5.43%,"1,675,628"
2941,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,475.20M,103.85,10.8,-0.28%,"83,824"
2940,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,103.74,68.78,-0.10%,"146,778"
2939,PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,4.39B,103.21,37.26,1.24%,"2,002,382"
2938,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,243.14M,102.98,12.77,2.57%,"28,096"
2937,TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,USA,13.32B,102.74,338.43,0.94%,"242,643"
2936,WELL,Welltower Inc.,Financial,REIT - Healthcare Facilities,USA,35.02B,102.7,85.86,1.13%,"1,411,640"
2935,CFFAU,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,394.10M,102.06,10.92,0.00%,0
2934,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.23B,101.21,39.37,-2.04%,"611,945"
2933,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,509.14M,100.78,10.38,-0.67%,"42,832"
2932,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,174.37M,100,10.3,-0.48%,22
2931,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.76B,99.69,127.21,0.62%,"34,179"
2930,BKR,Baker Hughes Company,Services,Technical Services,USA,22.54B,99.37,22.16,0.09%,"6,008,631"
2929,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,17.14B,98.98,296.36,0.54%,"623,372"
2928,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,148.24M,98.91,13.55,4.23%,"18,084"
2927,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,166.83B,98.68,380.01,1.69%,"4,583,673"
2926,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,420.89M,97.78,23.37,-0.04%,"80,357"
2925,SAND,Sandstorm Gold Ltd.,Basic Materials,Gold,Canada,1.19B,97.57,6.83,-0.73%,"1,941,048"
2924,SNDE,"Sundance Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,132.95M,94.56,9.74,-3.47%,"16,276"
2923,ACH,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,7.04B,94.36,7.36,1.38%,"72,833"
2922,RPAI,"Retail Properties of America, Inc.",Financial,REIT - Retail,USA,2.65B,94.2,12.34,-0.40%,"1,206,457"
2921,AMZN,"Amazon.com, Inc.",Services,Catalog & Mail Order Houses,USA,1060.26B,93.84,2160,0.43%,"3,303,807"
