No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3507,IIIN,"Insteel Industries, Inc.",Basic Materials,Steel & Iron,USA,433.41M,212.4,22.09,1.80%,"54,229"
7294,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,24.77B,209.98,134.6,0.62%,"51,879"
6013,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3.56B,209.88,52.47,-1.58%,"788,704"
453,SCKT,"Socket Mobile, Inc.",Technology,Computer Peripherals,USA,9.97M,209.53,1.68,-0.08%,"7,884"
5559,KRNT,Kornit Digital Ltd.,Industrial Goods,Diversified Machinery,Israel,1.78B,207.73,43,-1.92%,"754,479"
5127,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,6.86B,203.77,35.66,0.93%,"1,119,763"
6808,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,4.18B,200.99,83.01,0.86%,"301,772"
4837,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.30B,199.94,31.79,0.92%,"38,635"
5229,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,1.73B,198.61,37.14,5.84%,"233,330"
1396,ZNGA,Zynga Inc.,Technology,Multimedia & Graphics Software,USA,6.43B,198.24,6.74,-0.74%,"16,643,618"
6790,BLKB,"Blackbaud, Inc.",Technology,Business Software & Services,USA,4.03B,197.46,81.55,4.90%,"839,795"
1937,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,304.77M,196.23,10.4,-0.24%,"75,000"
2324,SSP,The E.W. Scripps Company,Services,Broadcasting - TV,USA,1.11B,196.12,13.14,1.47%,"230,084"
732,WSG,Wanda Sports Group Company Limited,Services,Entertainment - Diversified,China,390.60M,195.33,2.93,-1.01%,"87,552"
3599,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,668.20M,193.14,22.79,3.36%,"371,904"
6787,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,41.05B,192.43,81.4,-0.55%,"326,083"
1494,FSP,Franklin Street Properties Corp.,Financial,REIT - Office,USA,818.73M,192.05,7.49,-3.60%,"802,207"
6414,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,5.29B,190.99,63.98,1.54%,"830,428"
5171,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drugs - Generic,Ireland,6.79B,189.06,36.3,0.36%,"1,338,229"
7514,CRM,"salesforce.com, inc.",Technology,Application Software,USA,168.65B,188.92,189.11,-0.01%,"4,272,475"
5519,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.23B,186.78,42.4,1.12%,"446,476"
6076,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,62.41B,186.16,53.8,2.95%,"74,115,635"
4877,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities,USA,6.72B,186.09,32.38,-0.34%,"1,003,176"
5473,JBGS,JBG SMITH Properties,Financial,Property Management,USA,6.17B,185.13,41.47,-0.05%,"317,549"
3179,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3.17B,184.38,19.36,1.36%,"37,678"
3129,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,648.85M,182.91,18.84,1.34%,"41,705"
2529,PGRE,"Paramount Group, Inc.",Financial,Property Management,USA,3.28B,182.66,14.43,0.35%,"1,220,643"
3623,TDC,Teradata Corporation,Technology,Information Technology Services,USA,2.81B,182.62,23.01,-1.37%,"2,083,354"
912,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,87.36M,181.9,3.82,-1.04%,"14,444"
1882,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,580.96M,180.89,10.13,2.32%,"616,068"
1901,FTAC,FinTech Acquisition Corp. III,Conglomerates,Conglomerates,USA,362.09M,179.3,10.22,-0.29%,"6,124"
6054,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,14.27B,174.61,53.43,0.32%,"1,348,501"
3254,KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,2.16B,174.17,20.03,1.60%,"513,437"
5162,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,4.85B,172.1,36.14,-0.93%,"787,882"
7184,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,520.30M,171.93,115.88,0.30%,146
3429,WMB,"The Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,USA,26.49B,171.76,21.47,0.19%,"8,661,477"
132,SPHS,"Sophiris Bio, Inc.",Healthcare,Biotechnology,USA,23.73M,168.42,0.67,-6.40%,"108,955"
1606,CNTY,"Century Casinos, Inc.",Services,Resorts & Casinos,USA,246.29M,168.16,8.24,0.37%,"96,632"
2853,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.01B,166.16,16.45,1.73%,"1,332,683"
2701,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,605.05M,160.21,15.38,0.00%,"359,131"
1412,IVAC,"Intevac, Inc.",Technology,Diversified Electronics,USA,158.14M,159.07,6.84,1.48%,"92,158"
7298,NXPI,NXP Semiconductors N.V.,Technology,Semiconductor - Broad Line,Netherlands,38.76B,158.69,135.52,1.75%,"2,406,061"
7408,COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA,3.87B,157.37,155.8,1.29%,"237,155"
2543,RPT,RPT Realty,Financial,REIT - Retail,USA,1.18B,156.13,14.52,-1.16%,"846,586"
5645,BBU,Brookfield Business Partners L.P.,Financial,Real Estate Development,Bermuda,3.59B,155.14,44.37,0.75%,"26,072"
2323,SY,So-Young International Inc.,Technology,Healthcare Information Services,China,1.42B,154.59,13.14,1.39%,"1,165,596"
4611,FOCS,Focus Financial Partners Inc.,Financial,Asset Management,USA,2.10B,153.59,29.49,1.44%,"173,634"
3020,OSPN,OneSpan Inc.,Technology,Application Software,USA,708.27M,151.45,17.72,2.72%,"198,294"
7505,PEN,"Penumbra, Inc.",Healthcare,Medical Instruments & Supplies,USA,6.62B,150.75,185.12,1.04%,"226,465"
5728,UFCS,"United Fire Group, Inc.",Financial,Property & Casualty Insurance,USA,1.17B,150.26,46.58,0.41%,"30,452"
2165,GRSHU,"Gores Holdings III, Inc.",Conglomerates,Conglomerates,USA,480.00M,148.15,12,0.00%,0
1935,CFFA,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,299.55M,146.2,10.38,-0.19%,"1,125"
7646,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,13.26B,145.08,296.4,-0.57%,"2,016,342"
7005,WING,Wingstop Inc.,Services,Restaurants,USA,2.86B,144.99,97,-0.44%,"425,971"
5108,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,397.93M,144.24,35.34,1.70%,"91,408"
1951,CRSAU,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,513.35M,143.84,10.5,0.19%,"80,000"
586,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,114.32M,143.12,2.29,-2.14%,"129,482"
7723,SEB,Seaboard Corporation,Conglomerates,Conglomerates,USA,4.44B,142.84,3825.02,0.25%,401
7314,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.70B,141.38,137.7,0.74%,"91,587"
4817,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,17.03B,140.98,31.58,-1.07%,"3,270,721"
7562,WEX,WEX Inc.,Services,Business Services,USA,9.63B,139.06,215.27,0.27%,"352,896"
7433,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,32.08B,137.97,161.7,1.11%,"1,571,358"
7343,PCTY,Paylocity Holding Corporation,Technology,Application Software,USA,7.40B,137.11,142.05,-1.21%,"417,498"
1537,NDLS,Noodles & Company,Services,Restaurants,USA,345.92M,136.32,7.77,0.91%,"367,220"
6376,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.24B,135.76,62.72,2.74%,"78,849"
473,ATIF,ATIF Holdings Limited,Financial,Asset Management,China,66.75M,134.62,1.75,1.16%,"5,733"
1698,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,29.74B,130.29,8.99,3.33%,"17,105,286"
2971,BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,USA,175.43M,130.23,17.32,2.67%,"17,672"
5265,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5.88B,130.03,37.84,0.45%,"795,940"
6313,RP,"RealPage, Inc.",Technology,Application Software,USA,5.74B,130.02,60.46,-0.08%,"289,452"
1191,TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,539.65M,128.54,5.27,-4.70%,"72,718"
6894,INXN,InterXion Holding N.V.,Technology,Information Technology Services,Netherlands,6.84B,127.69,88.62,-0.40%,"1,655,147"
1670,LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,338.89M,127.54,8.8,-2.44%,"633,451"
1640,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,4.18B,127.16,8.52,1.91%,"1,556,470"
1416,GLUU,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,1.11B,127.04,6.86,-2.70%,"7,457,927"
3330,NLOK,NortonLifeLock Inc.,Technology,Security Software & Services,USA,12.78B,126.44,20.61,2.05%,"8,281,535"
7252,DLR,"Digital Realty Trust, Inc.",Financial,REIT - Office,USA,26.34B,125.52,125.52,-0.44%,"1,868,276"
5119,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,826.80M,125.44,35.5,2.22%,"246,801"
3010,IVR,Invesco Mortgage Capital Inc.,Financial,Mortgage Investment,USA,2.84B,125.18,17.65,-0.73%,"1,591,494"
7125,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1.20B,124.88,109.02,2.12%,"69,387"
2412,GWRS,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,312.27M,124.73,13.72,2.16%,"32,757"
3231,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,USA,2.65B,124.06,19.85,4.47%,"4,591,887"
4830,ELAN,Elanco Animal Health Incorporated,Technology,Telecom Services - Foreign,USA,12.75B,124.02,31.75,0.83%,"2,883,513"
7662,TREE,"LendingTree, Inc.",Financial,Mortgage Investment,USA,4.26B,123.46,324.32,2.60%,"104,577"
433,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,51.56M,122.31,1.59,3.25%,"93,092"
5919,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,5.58B,119.67,50.5,0.64%,"489,727"
3667,FRG,"Franchise Group, Inc.",Services,Personal Services,Canada,425.82M,119.29,23.5,0.09%,"2,278"
6279,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.26B,119.1,59.43,1.09%,"48,331"
2084,NMM,Navios Maritime Partners L.P.,Services,Shipping,Monaco,125.75M,118.44,11.37,3.18%,"142,101"
6050,BEP,Brookfield Renewable Partners L.P.,Utilities,Diversified Utilities,Canada,9.52B,118.24,53.21,0.72%,"193,032"
522,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,31.32M,117.65,2,0.25%,"1,231"
6678,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,492.55M,117.12,75.66,0.91%,"15,614"
2386,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,501.14M,116.24,13.6,-0.37%,"105,069"
719,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,598.15M,116,2.9,-3.97%,"5,369,086"
5430,JD,"JD.com, Inc.",Technology,Internet Information Providers,China,60.35B,115.2,40.78,1.70%,"11,293,544"
6285,HDB,HDFC Bank Limited,Financial,Foreign Regional Banks,India,49.75B,115.05,59.54,1.17%,"1,173,244"
5373,ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials,USA,4.90B,114.62,39.66,2.72%,"5,538,406"
6089,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,2.21B,113.72,54.13,1.92%,"116,425"
5334,XP,XP Inc.,Financial,Asset Management,Brazil,22.06B,113.34,38.99,4.47%,"751,685"
5725,DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,3.92B,112.99,46.55,-0.64%,"50,095"
1346,FOSL,"Fossil Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,324.96M,112.68,6.31,0.48%,"1,116,026"
2071,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,309.10M,112.4,11.24,0.36%,"411,291"
2278,GSAH,GS Acquisition Holdings Corp,Conglomerates,Conglomerates,USA,888.72M,112,12.88,0.00%,0
1884,CRSA,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,253.26M,111.32,10.13,-0.20%,"5,565"
6622,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2.71B,111.05,72.96,-1.42%,"1,451,879"
2554,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,740.37M,110.61,14.6,1.46%,"1,038,573"
2055,GRSH,"Gores Holdings III, Inc.",Conglomerates,Conglomerates,USA,446.00M,110.4,11.15,0.00%,0
7671,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,64.92B,108.59,343.57,0.23%,"1,188,538"
4687,CSTL,"Castle Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,517.58M,108.42,30.25,1.04%,"158,026"
5661,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,4.10B,108.06,44.63,2.48%,"249,601"
7071,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,2.98B,107.84,102.77,1.25%,"383,739"
2264,VVNT,"Vivint Smart Home, Inc.",Services,Security & Protection Services,USA,1.99B,107.65,12.81,1.67%,"148,692"
6559,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,12.00B,107.43,69.94,0.66%,"992,675"
7172,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,21.62B,107.43,114.63,0.74%,"417,850"
7612,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,70.99B,107.06,256.41,1.75%,"2,595,391"
1601,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,211.98M,106.62,8.21,1.36%,"107,623"
3387,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.94B,106.4,21.28,0.57%,"327,676"
5104,HTHT,Huazhu Group Limited,Services,Lodging,China,10.67B,106.37,35.21,4.67%,"2,089,711"
4485,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.49B,106.33,28.39,0.32%,"2,889,304"
1645,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,253.28M,105.93,8.58,0.94%,"203,057"
7704,EQIX,"Equinix, Inc. (REIT)",Financial,REIT - Diversified,USA,52.13B,105.37,613.57,0.25%,"343,992"
1939,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.62M,105.15,10.41,0.00%,0
2010,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,476.52M,104.13,10.83,0.00%,"483,659"
6532,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,103.85,68.85,0.01%,"137,813"
7607,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,1.10B,103.49,248.89,-1.73%,"78,278"
5403,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.28B,103.32,40.19,2.26%,"413,241"
7452,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.18B,103.3,164.66,1.09%,"351,490"
2024,CFFAU,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,394.10M,102.06,10.92,0.00%,0
5212,PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,4.34B,101.95,36.81,1.36%,"2,406,267"
7667,TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,USA,13.20B,101.79,335.29,0.93%,"186,691"
6836,WELL,Welltower Inc.,Financial,REIT - Healthcare Facilities,USA,34.63B,101.56,84.9,-0.26%,"1,891,743"
1946,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,512.57M,101.46,10.45,-0.29%,"54,228"
1928,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,175.21M,100.49,10.35,0.68%,45
1037,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,703.49M,100.45,4.42,0.68%,"834,407"
2223,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,237.05M,100.4,12.45,0.81%,"21,911"
3511,BKR,Baker Hughes Company,Services,Technical Services,USA,22.52B,99.28,22.14,-0.05%,"4,115,367"
7258,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.75B,99.08,126.43,0.10%,"32,475"
3823,SFIX,"Stitch Fix, Inc.",Services,"Specialty Retail, Other",USA,2.59B,98.61,24.85,2.18%,"1,996,971"
7644,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,17.05B,98.45,294.76,-1.08%,"826,351"
1419,SAND,Sandstorm Gold Ltd.,Basic Materials,Gold,Canada,1.20B,98.29,6.88,0.58%,"1,510,675"
1866,SNDE,"Sundance Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,137.73M,97.96,10.09,-2.51%,"6,148"
3653,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,421.07M,97.82,23.38,2.36%,"78,990"
7681,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,164.06B,97.04,373.69,0.71%,"4,665,517"
2096,BROG,Brooge Holdings Limited,Conglomerates,Conglomerates,United Arab Emirates,305.44M,95.04,11.5,0.09%,"25,505"
2302,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,142.22M,94.89,13,-4.69%,"37,876"
2214,RPAI,"Retail Properties of America, Inc.",Financial,REIT - Retail,USA,2.66B,94.58,12.39,-1.74%,"1,598,041"
7722,AMZN,"Amazon.com, Inc.",Services,Catalog & Mail Order Houses,USA,1055.74B,93.44,2150.8,0.79%,"5,727,926"
7713,Y,Alleghany Corporation,Financial,Property & Casualty Insurance,USA,11.85B,93.1,821.88,0.29%,"40,040"
