No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3113,CRY,"CryoLife, Inc.",Healthcare,Medical Appliances & Equipment,USA,1.03B,655,26.2,-0.46%,"185,105"
3112,BAND,Bandwidth Inc.,Technology,Business Software & Services,USA,1.79B,623.98,76.75,0.87%,"565,488"
3111,SBRA,"Sabra Health Care REIT, Inc.",Financial,REIT - Healthcare Facilities,USA,4.47B,610.83,21.99,-0.57%,"4,968,940"
3110,IGA,Voya Global Advantage and Premium Opportunity Fund,Financial,Closed-End Fund - Foreign,USA,194.77M,560,10.64,-0.37%,"17,977"
3109,BAK,Braskem S.A.,Basic Materials,Chemicals - Major Diversified,Brazil,5.92B,535.38,13.92,-2.79%,"53,428"
3108,GSHD,"Goosehead Insurance, Inc",Financial,Insurance Brokers,USA,2.00B,531.15,55.24,0.11%,"82,658"
3107,ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.21B,502.35,34.16,1.07%,"825,625"
3106,SCU,"Sculptor Capital Management, Inc.",Financial,Asset Management,USA,1.39B,490.89,27.49,-1.47%,"205,334"
3105,RUN,Sunrun Inc.,Technology,Semiconductor - Specialized,USA,2.76B,477.17,21.95,-6.20%,"4,772,212"
3104,AYX,"Alteryx, Inc.",Technology,Application Software,USA,9.62B,467.02,137.77,-6.33%,"2,842,953"
3103,CFX,Colfax Corporation,Industrial Goods,Diversified Machinery,USA,4.32B,447.13,38.9,6.14%,"2,810,576"
3102,SITC,SITE Centers Corp.,Financial,REIT - Retail,USA,2.53B,439.67,13.19,1.15%,"950,333"
3101,BRMK,Broadmark Realty Capital Inc.,Financial,Mortgage Investment,USA,1.68B,438.97,12.73,0.24%,"402,430"
3100,SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,USA,1.80B,425,10.2,-4.58%,"4,841,474"
3099,PEAK,"Healthpeak Properties, Inc.",Financial,REIT - Healthcare Facilities,USA,18.85B,412.78,37.15,-0.38%,"7,724,831"
3098,GSX,GSX Techedu Inc.,Services,Education & Training Services,USA,10.20B,395.56,42.72,-0.09%,"3,207,455"
3097,INOV,"Inovalon Holdings, Inc.",Technology,Healthcare Information Services,USA,3.28B,391.15,20.34,-3.74%,"505,878"
3096,EYE,"National Vision Holdings, Inc.",Services,"Specialty Retail, Other",USA,2.86B,386.56,35.95,-0.42%,"466,235"
3095,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductor - Specialized,USA,277.14M,378.62,10.98,-1.79%,"99,117"
3094,KRUS,"Kura Sushi USA, Inc.",Services,Restaurants,USA,206.15M,368.33,24.31,-1.70%,"88,317"
3093,TRC,Tejon Ranch Co.,Financial,Property Management,USA,431.35M,366,16.47,-0.54%,"43,641"
3092,CWST,"Casella Waste Systems, Inc.",Industrial Goods,Waste Management,USA,2.63B,364.22,53.54,-2.87%,"501,152"
3091,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,159.41M,360,6.48,0.47%,"31,654"
3090,EPAY,"Bottomline Technologies (de), Inc.",Technology,Business Software & Services,USA,2.22B,359.4,48.16,-4.52%,"213,928"
3089,GOL,Gol Linhas Aereas Inteligentes S.A.,Services,Regional Airlines,Brazil,2.17B,350,15.4,-2.04%,"1,041,954"
3088,ADSK,"Autodesk, Inc.",Technology,Technical & System Software,USA,45.47B,340.49,201.91,-2.30%,"1,766,697"
3087,TAL,TAL Education Group,Services,Education & Training Services,USA,34.59B,337.9,59.47,1.73%,"1,822,434"
3086,BANC,"Banc of California, Inc.",Financial,Regional - Pacific Banks,USA,873.29M,333.33,17,-0.93%,"175,403"
3085,AAXN,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,5.13B,329.46,85.99,-0.54%,"464,145"
3084,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,9.52B,315.52,104.12,0.94%,"627,624"
3083,BLKB,"Blackbaud, Inc.",Technology,Business Software & Services,USA,3.78B,307.24,75.58,-1.65%,"421,559"
3082,WSG,Wanda Sports Group Company Limited,Services,Entertainment - Diversified,China,647.91M,306.67,4.6,-2.95%,"379,293"
3081,CXP,"Columbia Property Trust, Inc.",Financial,REIT - Office,USA,2.57B,305.07,22.27,0.00%,"610,831"
3079,BIP,Brookfield Infrastructure Partners L.P.,Utilities,Diversified Utilities,Bermuda,22.92B,304.67,55.45,-1.44%,"266,371"
3080,CDAY,Ceridian HCM Holding Inc.,Technology,Application Software,USA,10.80B,304.67,74.95,-0.33%,"1,188,781"
3078,BYFC,Broadway Financial Corporation,Financial,Savings & Loans,USA,29.40M,300,1.5,-2.60%,"1,908"
3077,DSX,Diana Shipping Inc.,Services,Shipping,Greece,290.89M,294.44,2.65,-3.64%,"379,959"
3076,DEA,"Easterly Government Properties, Inc.",Financial,REIT - Office,USA,1.87B,290.46,25.27,-0.04%,"252,242"
3075,MITT,"AG Mortgage Investment Trust, Inc.",Financial,Mortgage Investment,USA,545.49M,289.82,16.52,-0.84%,"209,360"
3074,ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,USA,1.91B,286,37.18,-2.62%,"205,257"
3073,MGLN,"Magellan Health, Inc.",Healthcare,Health Care Plans,USA,1.80B,275.28,72.95,-0.69%,"120,629"
3072,CVA,Covanta Holding Corporation,Industrial Goods,Waste Management,USA,2.08B,273.1,15.84,1.41%,"1,591,395"
3071,DXCM,"DexCom, Inc.",Healthcare,Medical Laboratories & Research,USA,27.71B,268.93,291.25,-3.72%,"1,383,877"
3070,VIRC,Virco Mfg. Corporation,Consumer Goods,Business Equipment,USA,62.08M,266,3.99,1.01%,"2,484"
3069,SBAC,SBA Communications Corporation,Technology,Diversified Communication Services,USA,32.89B,263.97,295.65,1.20%,"1,649,827"
3068,TACO,"Del Taco Restaurants, Inc.",Services,Restaurants,USA,289.13M,256.67,7.7,-1.28%,"200,326"
3067,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,32.04B,254.52,7.89,-1.74%,"57,945,238"
3066,DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,USA,35.40M,253.78,9.39,-0.63%,"9,650"
3065,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,43.06B,251.15,163.25,-1.01%,"1,581,526"
3064,IDT,IDT Corporation,Technology,Diversified Communication Services,USA,223.35M,248.89,8.96,2.17%,"129,715"
3063,SSTI,"ShotSpotter, Inc.",Technology,Application Software,USA,457.93M,246,36.9,-7.87%,"273,315"
3062,MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,1.18B,240.18,269.48,-0.08%,"29,692"
3061,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,179.53M,237.81,24.97,-0.91%,"71,369"
3060,SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,USA,4.55B,237.35,100.4,-3.95%,"439,643"
3059,HTA,"Healthcare Trust of America, Inc.",Financial,REIT - Healthcare Facilities,USA,7.23B,236.01,33.75,1.14%,"959,159"
3058,NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,USA,2.17B,231.17,29.59,0.71%,"463,046"
3057,CHCT,Community Healthcare Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,1.03B,227.75,51.7,1.15%,"157,314"
3056,CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,8.68B,225,23.4,-0.09%,"5,565,266"
3055,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,5.26B,223.49,98.11,-2.98%,"560,658"
3054,PLMR,"Palomar Holdings, Inc.",Financial,Property & Casualty Insurance,USA,1.44B,223.12,60.02,-2.37%,"211,853"
3053,HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research,USA,804.73M,217.61,100.97,-1.78%,"86,746"
3052,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,4.34B,214.96,88.78,0.77%,"542,371"
3051,IIIN,"Insteel Industries, Inc.",Basic Materials,Steel & Iron,USA,434.79M,214.62,22.32,-1.15%,"40,337"
3050,LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,20.93B,214.09,137.02,-0.90%,"747,488"
3049,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,732.00M,212.88,25.12,0.44%,"271,159"
3048,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,25.08B,211.54,135.6,-1.00%,"48,203"
3047,ZNGA,Zynga Inc.,Technology,Multimedia & Graphics Software,USA,6.79B,209.71,7.13,-0.70%,"14,473,815"
3046,ENR,"Energizer Holdings, Inc.",Consumer Goods,Personal Products,USA,3.57B,205.52,51.38,0.02%,"785,889"
3045,SSP,The E.W. Scripps Company,Services,Broadcasting - TV,USA,1.12B,202.54,13.57,-2.30%,"412,801"
3044,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,10.80B,201.43,21.15,1.08%,"4,905,370"
3043,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.33B,199.69,31.75,-1.27%,"53,106"
3042,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,7.16B,198.91,34.81,-6.80%,"5,070,770"
3041,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,306.83M,197.55,10.47,0.38%,"388,852"
3040,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,593.61M,194.64,10.9,1.11%,"713,714"
3039,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,40.86B,191.68,81.08,-0.73%,"323,567"
3038,SPHS,"Sophiris Bio, Inc.",Healthcare,Biotechnology,USA,25.90M,190.03,0.76,1.36%,"80,672"
3037,CRM,"salesforce.com, inc.",Technology,Application Software,USA,171.51B,189.31,189.5,-2.00%,"5,205,082"
3036,GFNCP,General Finance Corporation,Services,Rental & Leasing Services,USA,3.25B,186.94,107.3,-0.09%,370
3035,JBGS,JBG SMITH Properties,Financial,Property Management,USA,6.30B,186.47,41.77,-1.04%,"421,304"
3034,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,5.23B,186.29,63.71,-3.12%,"454,117"
3033,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,1.59B,185.56,34.7,-2.66%,"564,589"
3032,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3.18B,185.48,19.29,-0.26%,"24,560"
3031,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drugs - Generic,Ireland,6.75B,184.9,35.5,-1.50%,"1,569,596"
3030,IVAC,"Intevac, Inc.",Technology,Diversified Electronics,USA,163.00M,184.86,6.84,-1.16%,"102,079"
3029,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,66.99B,184.36,53.28,-6.97%,"88,242,583"
3028,MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,88.51M,181.9,3.82,-0.03%,"14,927"
3027,FTAC,FinTech Acquisition Corp. III,Conglomerates,Conglomerates,USA,363.51M,180,10.26,0.20%,49
3026,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,4.28B,178.48,17.67,-0.11%,"1,091,238"
3025,KRNT,Kornit Digital Ltd.,Industrial Goods,Diversified Machinery,Israel,1.77B,177.96,43.6,0.30%,"172,256"
3024,CONE,CyrusOne Inc.,Financial,REIT - Diversified,USA,7.74B,177.55,69.6,1.78%,"1,885,884"
3023,FOCS,Focus Financial Partners Inc.,Financial,Asset Management,USA,2.36B,176.61,33.91,-0.38%,"527,151"
3022,KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,2.22B,176.09,20.25,-3.02%,"727,300"
3021,POPE,"Pope Resources, A Delaware Limited Partnership",Industrial Goods,"Lumber, Wood Production",USA,517.71M,175.77,118.47,-0.27%,"1,591"
3020,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,13.88B,171.86,52.59,-0.21%,"1,106,477"
3019,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,31.65B,171.31,163.43,-0.43%,"958,139"
3018,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,612.32M,169.81,17.49,-0.34%,"16,132"
3017,ELAN,Elanco Animal Health Incorporated,Healthcare,Drugs - Generic,USA,12.03B,168.38,31.15,3.04%,"5,779,809"
3016,CNTY,"Century Casinos, Inc.",Services,Resorts & Casinos,USA,240.64M,164.08,8.04,-1.53%,"50,806"
3015,OSPN,OneSpan Inc.,Technology,Application Software,USA,767.31M,162.05,18.96,-0.68%,"168,501"
3014,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,96.36B,161.05,154.93,-1.18%,"2,705,019"
3013,BBU,Brookfield Business Partners L.P.,Financial,Real Estate Development,Bermuda,3.72B,160.8,45.99,-0.28%,"16,014"
3012,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,603.75M,160.31,15.39,0.00%,"1,418,659"
3011,VVNT,"Vivint Smart Home, Inc.",Services,Security & Protection Services,USA,2.85B,159.66,19,3.20%,"114,502"
3010,DAVA,Endava plc,Technology,Business Software & Services,United Kingdom,3.02B,159.03,55.5,0.13%,"245,407"
3009,PEN,"Penumbra, Inc.",Healthcare,Medical Instruments & Supplies,USA,6.67B,156.45,192.12,0.51%,"315,657"
3008,SY,So-Young International Inc.,Technology,Healthcare Information Services,China,1.34B,153.21,12.87,-2.05%,"192,631"
3007,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,425.51M,153.02,37.49,-0.32%,"68,020"
3006,NXPI,NXP Semiconductors N.V.,Technology,Semiconductor - Broad Line,Netherlands,37.68B,152.81,130.5,-3.19%,"3,521,918"
3005,NDLS,Noodles & Company,Services,Restaurants,USA,382.09M,152.28,8.68,0.23%,"440,076"
3004,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2.46B,149.59,18.4,-0.38%,"711,267"
3003,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,14.06B,147.77,301.9,-3.07%,"1,336,706"
3002,CFFA,CF Finance Acquisition Corp.,Conglomerates,Conglomerates,USA,298.11M,145.49,10.33,-0.19%,799
3001,GLUU,Glu Mobile Inc.,Technology,Multimedia & Graphics Software,USA,1.08B,145.37,7.85,5.87%,"8,975,590"
3000,WING,Wingstop Inc.,Services,Restaurants,USA,2.98B,144.45,99.67,-1.48%,"431,169"
2999,COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA,3.63B,143.98,142.54,-5.18%,"323,724"
2998,ATIF,ATIF Holdings Limited,Financial,Asset Management,China,69.69M,143.85,1.87,-0.53%,"48,432"
2997,CRSAU,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,515.76M,143.84,10.5,0.19%,"25,200"
2996,INXN,InterXion Holding N.V.,Technology,Information Technology Services,Netherlands,7.32B,141.89,96.63,1.37%,"2,288,745"
2995,ENZ,"Enzo Biochem, Inc.",Healthcare,Medical Laboratories & Research,USA,105.10M,140.63,2.25,1.81%,"76,515"
2994,HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,5.89B,137.62,37.57,-1.13%,"932,266"
2993,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.87B,137.37,133.8,-6.47%,"89,174"
2992,ATUS,"Altice USA, Inc.",Technology,Telecom Services - Domestic,USA,18.22B,136.71,29.12,0.38%,"4,325,314"
2991,PCTY,Paylocity Holding Corporation,Technology,Application Software,USA,7.78B,133.9,138.72,-4.36%,"337,765"
2990,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,56.20M,133.85,1.74,1.16%,"194,485"
2989,HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,5.04B,132.71,37.69,0.64%,"2,206,765"
2988,RP,"RealPage, Inc.",Technology,Application Software,USA,5.88B,131.57,61.18,-1.29%,"321,614"
2987,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,29.94B,131.03,8.91,-0.22%,"5,197,392"
2986,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.20B,130.09,60.1,-4.56%,"119,467"
2985,MITK,"Mitek Systems, Inc.",Technology,Application Software,USA,393.86M,129.59,9.59,-0.42%,"226,377"
2984,TREE,"LendingTree, Inc.",Financial,Mortgage Investment,USA,4.46B,128.47,337.49,-1.66%,"114,301"
2983,FSP,Franklin Street Properties Corp.,Financial,REIT - Office,USA,818.47M,127.5,7.65,0.26%,"452,263"
2982,GWRS,"Global Water Resources, Inc.",Utilities,Water Utilities,USA,312.37M,127,13.97,0.79%,"47,170"
2981,XP,XP Inc.,Financial,Asset Management,Brazil,23.72B,126.36,42.33,-1.54%,"413,487"
2980,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,501.90M,123.72,79.92,0.29%,"28,115"
2979,FRG,"Franchise Group, Inc.",Services,Personal Services,Canada,436.91M,121.52,23.94,-0.04%,"17,933"
2978,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.26B,121.28,60.52,-0.23%,"88,026"
2977,EVI,"EVI Industries, Inc.",Services,Consumer Services,USA,278.80M,120.98,23.35,-0.43%,"32,593"
2976,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1.14B,120.88,105.53,0.49%,"69,976"
2975,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,4.13B,120.75,8.09,-1.52%,"862,817"
2974,TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,522.91M,117.07,4.8,-4.95%,"109,196"
2973,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,795.39M,116.57,32.99,-6.70%,"365,978"
2972,SFIX,"Stitch Fix, Inc.",Services,"Specialty Retail, Other",USA,2.96B,116.55,29.37,1.00%,"2,813,032"
2971,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,502.24M,116.5,13.63,0.00%,"299,912"
2970,CSTL,"Castle Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,569.12M,116.16,32.41,-2.79%,"104,777"
2969,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,17.09B,115.4,31.39,-0.48%,"3,203,426"
2968,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,791.58M,115.23,5.07,-0.59%,"2,021,920"
2967,JD,"JD.com, Inc.",Technology,Internet Information Providers,China,60.79B,114.83,40.42,-2.56%,"10,948,903"
2966,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,295.35M,114.26,10.74,-0.09%,"3,004"
2965,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,6.03B,114,53.35,0.77%,"408,395"
2964,LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,273.58M,113.95,9.23,1.76%,"183,439"
2963,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2.88B,113.85,74.8,-2.40%,"2,098,655"
2962,WYNN,"Wynn Resorts, Limited",Services,Resorts & Casinos,USA,14.31B,111.75,127.95,-4.04%,"2,839,021"
2961,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,22.48B,111.7,119.18,2.60%,"628,209"
2960,CRSA,Crescent Acquisition Corp.,Conglomerates,Conglomerates,USA,253.75M,111.54,10.15,0.00%,"9,210"
2959,HDB,HDFC Bank Limited,Financial,Foreign Regional Banks,India,48.06B,111.15,57.52,-0.78%,"1,183,242"
2958,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,749.05M,110.53,14.59,0.69%,"442,430"
2957,FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,USA,3.95B,110.12,45.48,0.35%,"436,866"
2956,DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,3.85B,109.42,45.08,-1.59%,"72,629"
2955,EQIX,"Equinix, Inc. (REIT)",Financial,REIT - Diversified,USA,55.77B,109.33,655.99,1.17%,"508,301"
2954,HTHT,Huazhu Group Limited,Services,Lodging,China,10.90B,109.27,35.84,-3.21%,"776,056"
2953,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,66.56B,108.87,344.48,-2.40%,"2,338,651"
2952,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,516.91M,108.8,2.72,-1.81%,"5,299,272"
2951,CNMD,CONMED Corporation,Healthcare,Medical Appliances & Equipment,USA,2.96B,108.66,103.55,-0.31%,"176,527"
2950,GNL,"Global Net Lease, Inc.",Financial,REIT - Diversified,USA,1.93B,108.2,21.64,0.23%,"336,890"
2949,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.92B,107.88,38.19,-3.78%,"278,715"
2948,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.75B,107.75,28.77,-1.17%,"1,437,907"
2947,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,69.77B,107.45,257.35,1.53%,"1,865,859"
2946,FOSL,"Fossil Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,318.33M,107.23,6.01,-4.68%,"1,242,020"
2945,SIC,"Select Interior Concepts, Inc.",Industrial Goods,Residential Construction,USA,204.66M,106.23,8.18,0.25%,"50,771"
2944,MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,262.21M,106.21,13.17,-3.02%,"12,931"
2943,LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,161.93M,105.35,10.43,0.00%,0
2942,PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,4.42B,104.74,37.81,-0.94%,"1,966,643"
2941,MOXC,"Moxian, Inc.",Technology,Internet Information Providers,China,29.10M,104.05,1.77,-1.72%,"5,985"
2940,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,473.00M,103.37,10.75,0.00%,"262,533"
2939,RDIB,"Reading International, Inc.",Services,Entertainment - Diversified,USA,45.38M,103.05,27,16.13%,18
2938,WEX,WEX Inc.,Services,Business Services,USA,10.18B,102.52,231.6,-1.50%,"332,852"
2937,CX,"CEMEX, S.A.B. de C.V.",Industrial Goods,Cement,Mexico,5.63B,102.43,3.79,1.34%,"8,421,414"
2935,IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,5.20B,102.37,59.27,-2.05%,"412,500"
2936,HQY,"HealthEquity, Inc.",Technology,Healthcare Information Services,USA,6.16B,102.37,87.73,0.98%,"673,446"
2934,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,2.26B,102.24,39.77,-2.73%,"551,455"
2933,ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,281.72M,101.94,9.99,-0.40%,"141,265"
2932,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,13.30B,101.91,77.35,0.19%,"1,225,010"
2931,BKI,"Black Knight, Inc.",Financial,Asset Management,USA,11.22B,101.35,74.29,-0.96%,"600,065"
2930,ALGR,Allegro Merger Corp.,Conglomerates,Conglomerates,USA,156.13M,101.19,10.22,-0.58%,2
2929,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,2.22B,100.95,48.05,-12.46%,"712,044"
2928,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA,513.97M,100,10.3,-1.25%,"191,994"
2927,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,174.33M,99.98,10.3,0.00%,0
2926,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,455.72M,99.41,23.76,-3.53%,"57,807"
2925,PATI,"Patriot Transportation Holding, Inc.",Services,Trucking,USA,41.93M,98.87,12.26,-1.92%,"1,159"
2924,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,169.38B,98.69,380.07,-1.54%,"3,903,501"
2923,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,1.72B,98.06,125.13,0.02%,"46,577"
2922,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,15.99B,97.66,172.66,0.09%,"322,197"
2921,DMTK,"DermTech, Inc.",Healthcare,Medical Appliances & Equipment,USA,160.36M,97.3,13.33,2.62%,"27,737"
2920,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,18.26B,97.18,300.39,-3.20%,"772,209"
2919,BROG,Brooge Holdings Limited,Conglomerates,Conglomerates,United Arab Emirates,320.42M,97.11,11.75,-1.80%,"35,421"
2918,AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - Major,United Kingdom,131.65B,97.04,50.17,2.51%,"4,080,939"
2917,GLOB,Globant S.A.,Technology,Information Technology Services,Luxembourg,4.52B,96.85,134.82,7.01%,"817,286"
2916,WHLM,"Wilhelmina International, Inc.",Services,Management Services,USA,23.62M,95.78,4.31,-5.71%,"1,133"
2915,WRE,Washington Real Estate Investment Trust,Financial,REIT - Office,USA,2.56B,95.26,31.15,-0.16%,"436,595"
2914,STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,USA,4.83B,95.01,32.59,0.25%,"953,800"
2913,ACH,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,7.20B,94.74,7.39,1.23%,"39,435"
2912,CDR,"Cedar Realty Trust, Inc.",Financial,REIT - Retail,USA,248.39M,94.33,2.83,1.80%,"163,201"
2911,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,16.27B,93.98,31.39,-2.94%,"8,013,582"
2910,SNDE,"Sundance Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,132.06M,93.93,9.68,-1.48%,"1,759"
2909,FSM,Fortuna Silver Mines Inc.,Basic Materials,Silver,Canada,631.55M,93.81,3.94,5.07%,"3,517,062"
2908,CCOI,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,3.59B,93.76,75.85,-1.08%,"253,392"
